datetime_local,weekday,hour_local,consumption_hourly,date_local,segment,season,is_weekend,is_holiday,month_num,EE_avg_temp_C,bias_key,bias_factor,yhat_base,yhat_consumption
2025-09-23 00:00:00+03:00,Tuesday,0,737.8917135470194,2025-09-23,workday,sügis,False,False,9,11.37,workday:sügis,1.009129,21167.99,21361.23
2025-09-23 01:00:00+03:00,Tuesday,1,703.0038746072155,2025-09-23,workday,sügis,False,False,9,11.37,workday:sügis,1.009129,21167.99,21361.23
2025-09-23 02:00:00+03:00,Tuesday,2,681.5650915745906,2025-09-23,workday,sügis,False,False,9,11.37,workday:sügis,1.009129,21167.99,21361.23
2025-09-23 03:00:00+03:00,Tuesday,3,672.9703270272572,2025-09-23,workday,sügis,False,False,9,11.37,workday:sügis,1.009129,21167.99,21361.23
2025-09-23 04:00:00+03:00,Tuesday,4,678.1625436602318,2025-09-23,workday,sügis,False,False,9,11.37,workday:sügis,1.009129,21167.99,21361.23
2025-09-23 05:00:00+03:00,Tuesday,5,710.4775577021479,2025-09-23,workday,sügis,False,False,9,11.37,workday:sügis,1.009129,21167.99,21361.23
2025-09-23 06:00:00+03:00,Tuesday,6,810.2349264578994,2025-09-23,workday,sügis,False,False,9,11.37,workday:sügis,1.009129,21167.99,21361.23
2025-09-23 07:00:00+03:00,Tuesday,7,937.1509411863278,2025-09-23,workday,sügis,False,False,9,11.37,workday:sügis,1.009129,21167.99,21361.23
2025-09-23 08:00:00+03:00,Tuesday,8,1023.6202518811444,2025-09-23,workday,sügis,False,False,9,11.37,workday:sügis,1.009129,21167.99,21361.23
2025-09-23 09:00:00+03:00,Tuesday,9,1041.8319214647058,2025-09-23,workday,sügis,False,False,9,11.37,workday:sügis,1.009129,21167.99,21361.23
2025-09-23 10:00:00+03:00,Tuesday,10,1034.1157297639613,2025-09-23,workday,sügis,False,False,9,11.37,workday:sügis,1.009129,21167.99,21361.23
2025-09-23 11:00:00+03:00,Tuesday,11,1043.5768649877803,2025-09-23,workday,sügis,False,False,9,11.37,workday:sügis,1.009129,21167.99,21361.23
2025-09-23 12:00:00+03:00,Tuesday,12,1051.1819333337894,2025-09-23,workday,sügis,False,False,9,11.37,workday:sügis,1.009129,21167.99,21361.23
2025-09-23 13:00:00+03:00,Tuesday,13,1068.2609379766482,2025-09-23,workday,sügis,False,False,9,11.37,workday:sügis,1.009129,21167.99,21361.23
2025-09-23 14:00:00+03:00,Tuesday,14,1037.9956751035675,2025-09-23,workday,sügis,False,False,9,11.37,workday:sügis,1.009129,21167.99,21361.23
2025-09-23 15:00:00+03:00,Tuesday,15,975.8456014865934,2025-09-23,workday,sügis,False,False,9,11.37,workday:sügis,1.009129,21167.99,21361.23
2025-09-23 16:00:00+03:00,Tuesday,16,922.0602971091508,2025-09-23,workday,sügis,False,False,9,11.37,workday:sügis,1.009129,21167.99,21361.23
2025-09-23 17:00:00+03:00,Tuesday,17,913.969911509505,2025-09-23,workday,sügis,False,False,9,11.37,workday:sügis,1.009129,21167.99,21361.23
2025-09-23 18:00:00+03:00,Tuesday,18,934.3082690387859,2025-09-23,workday,sügis,False,False,9,11.37,workday:sügis,1.009129,21167.99,21361.23
2025-09-23 19:00:00+03:00,Tuesday,19,922.9266495470347,2025-09-23,workday,sügis,False,False,9,11.37,workday:sügis,1.009129,21167.99,21361.23
2025-09-23 20:00:00+03:00,Tuesday,20,907.0143409573252,2025-09-23,workday,sügis,False,False,9,11.37,workday:sügis,1.009129,21167.99,21361.23
2025-09-23 21:00:00+03:00,Tuesday,21,904.4973603248404,2025-09-23,workday,sügis,False,False,9,11.37,workday:sügis,1.009129,21167.99,21361.23
2025-09-23 22:00:00+03:00,Tuesday,22,863.1154695564712,2025-09-23,workday,sügis,False,False,9,11.37,workday:sügis,1.009129,21167.99,21361.23
2025-09-23 23:00:00+03:00,Tuesday,23,785.4518101960069,2025-09-23,workday,sügis,False,False,9,11.37,workday:sügis,1.009129,21167.99,21361.23
2025-09-24 00:00:00+03:00,Wednesday,0,786.1220922748333,2025-09-24,workday,sügis,False,False,9,9.39,workday:sügis,1.009129,21966.52,22167.05
2025-09-24 01:00:00+03:00,Wednesday,1,756.421235446927,2025-09-24,workday,sügis,False,False,9,9.39,workday:sügis,1.009129,21966.52,22167.05
2025-09-24 02:00:00+03:00,Wednesday,2,734.8316250652122,2025-09-24,workday,sügis,False,False,9,9.39,workday:sügis,1.009129,21966.52,22167.05
2025-09-24 03:00:00+03:00,Wednesday,3,729.5432351730473,2025-09-24,workday,sügis,False,False,9,9.39,workday:sügis,1.009129,21966.52,22167.05
2025-09-24 04:00:00+03:00,Wednesday,4,734.5900366922053,2025-09-24,workday,sügis,False,False,9,9.39,workday:sügis,1.009129,21966.52,22167.05
2025-09-24 05:00:00+03:00,Wednesday,5,753.2385955422831,2025-09-24,workday,sügis,False,False,9,9.39,workday:sügis,1.009129,21966.52,22167.05
2025-09-24 06:00:00+03:00,Wednesday,6,869.8158995868018,2025-09-24,workday,sügis,False,False,9,9.39,workday:sügis,1.009129,21966.52,22167.05
2025-09-24 07:00:00+03:00,Wednesday,7,1000.7403492888882,2025-09-24,workday,sügis,False,False,9,9.39,workday:sügis,1.009129,21966.52,22167.05
2025-09-24 08:00:00+03:00,Wednesday,8,1060.1197619974525,2025-09-24,workday,sügis,False,False,9,9.39,workday:sügis,1.009129,21966.52,22167.05
2025-09-24 09:00:00+03:00,Wednesday,9,1044.8177348817662,2025-09-24,workday,sügis,False,False,9,9.39,workday:sügis,1.009129,21966.52,22167.05
2025-09-24 10:00:00+03:00,Wednesday,10,1031.2870903897579,2025-09-24,workday,sügis,False,False,9,9.39,workday:sügis,1.009129,21966.52,22167.05
2025-09-24 11:00:00+03:00,Wednesday,11,1064.6324783116631,2025-09-24,workday,sügis,False,False,9,9.39,workday:sügis,1.009129,21966.52,22167.05
2025-09-24 12:00:00+03:00,Wednesday,12,1048.2565844867815,2025-09-24,workday,sügis,False,False,9,9.39,workday:sügis,1.009129,21966.52,22167.05
2025-09-24 13:00:00+03:00,Wednesday,13,1069.9309735268246,2025-09-24,workday,sügis,False,False,9,9.39,workday:sügis,1.009129,21966.52,22167.05
2025-09-24 14:00:00+03:00,Wednesday,14,1014.9396784597845,2025-09-24,workday,sügis,False,False,9,9.39,workday:sügis,1.009129,21966.52,22167.05
2025-09-24 15:00:00+03:00,Wednesday,15,970.1768928263721,2025-09-24,workday,sügis,False,False,9,9.39,workday:sügis,1.009129,21966.52,22167.05
2025-09-24 16:00:00+03:00,Wednesday,16,934.1214859604912,2025-09-24,workday,sügis,False,False,9,9.39,workday:sügis,1.009129,21966.52,22167.05
2025-09-24 17:00:00+03:00,Wednesday,17,940.8163117918011,2025-09-24,workday,sügis,False,False,9,9.39,workday:sügis,1.009129,21966.52,22167.05
2025-09-24 18:00:00+03:00,Wednesday,18,957.0239841418415,2025-09-24,workday,sügis,False,False,9,9.39,workday:sügis,1.009129,21966.52,22167.05
2025-09-24 19:00:00+03:00,Wednesday,19,979.7572281284032,2025-09-24,workday,sügis,False,False,9,9.39,workday:sügis,1.009129,21966.52,22167.05
2025-09-24 20:00:00+03:00,Wednesday,20,978.5829915329499,2025-09-24,workday,sügis,False,False,9,9.39,workday:sügis,1.009129,21966.52,22167.05
2025-09-24 21:00:00+03:00,Wednesday,21,967.4513689051362,2025-09-24,workday,sügis,False,False,9,9.39,workday:sügis,1.009129,21966.52,22167.05
2025-09-24 22:00:00+03:00,Wednesday,22,908.7702170471837,2025-09-24,workday,sügis,False,False,9,9.39,workday:sügis,1.009129,21966.52,22167.05
2025-09-24 23:00:00+03:00,Wednesday,23,831.0621485415917,2025-09-24,workday,sügis,False,False,9,9.39,workday:sügis,1.009129,21966.52,22167.05
2025-09-25 00:00:00+03:00,Thursday,0,757.4103677916469,2025-09-25,workday,sügis,False,False,9,10.68,workday:sügis,1.009129,21446.74,21642.52
2025-09-25 01:00:00+03:00,Thursday,1,718.6902992730072,2025-09-25,workday,sügis,False,False,9,10.68,workday:sügis,1.009129,21446.74,21642.52
2025-09-25 02:00:00+03:00,Thursday,2,704.4867480237082,2025-09-25,workday,sügis,False,False,9,10.68,workday:sügis,1.009129,21446.74,21642.52
2025-09-25 03:00:00+03:00,Thursday,3,704.9138846504155,2025-09-25,workday,sügis,False,False,9,10.68,workday:sügis,1.009129,21446.74,21642.52
2025-09-25 04:00:00+03:00,Thursday,4,711.9990904798958,2025-09-25,workday,sügis,False,False,9,10.68,workday:sügis,1.009129,21446.74,21642.52
2025-09-25 05:00:00+03:00,Thursday,5,731.5840329535281,2025-09-25,workday,sügis,False,False,9,10.68,workday:sügis,1.009129,21446.74,21642.52
2025-09-25 06:00:00+03:00,Thursday,6,830.061228509081,2025-09-25,workday,sügis,False,False,9,10.68,workday:sügis,1.009129,21446.74,21642.52
2025-09-25 07:00:00+03:00,Thursday,7,954.0828554161994,2025-09-25,workday,sügis,False,False,9,10.68,workday:sügis,1.009129,21446.74,21642.52
2025-09-25 08:00:00+03:00,Thursday,8,1045.4339916415577,2025-09-25,workday,sügis,False,False,9,10.68,workday:sügis,1.009129,21446.74,21642.52
2025-09-25 09:00:00+03:00,Thursday,9,1047.2846915750201,2025-09-25,workday,sügis,False,False,9,10.68,workday:sügis,1.009129,21446.74,21642.52
2025-09-25 10:00:00+03:00,Thursday,10,1028.6128087282004,2025-09-25,workday,sügis,False,False,9,10.68,workday:sügis,1.009129,21446.74,21642.52
2025-09-25 11:00:00+03:00,Thursday,11,1032.534650167306,2025-09-25,workday,sügis,False,False,9,10.68,workday:sügis,1.009129,21446.74,21642.52
2025-09-25 12:00:00+03:00,Thursday,12,1018.1244661161145,2025-09-25,workday,sügis,False,False,9,10.68,workday:sügis,1.009129,21446.74,21642.52
2025-09-25 13:00:00+03:00,Thursday,13,1026.7773677735213,2025-09-25,workday,sügis,False,False,9,10.68,workday:sügis,1.009129,21446.74,21642.52
2025-09-25 14:00:00+03:00,Thursday,14,1006.5680723136235,2025-09-25,workday,sügis,False,False,9,10.68,workday:sügis,1.009129,21446.74,21642.52
2025-09-25 15:00:00+03:00,Thursday,15,976.9107953087306,2025-09-25,workday,sügis,False,False,9,10.68,workday:sügis,1.009129,21446.74,21642.52
2025-09-25 16:00:00+03:00,Thursday,16,954.3085715292882,2025-09-25,workday,sügis,False,False,9,10.68,workday:sügis,1.009129,21446.74,21642.52
2025-09-25 17:00:00+03:00,Thursday,17,953.6450846266795,2025-09-25,workday,sügis,False,False,9,10.68,workday:sügis,1.009129,21446.74,21642.52
2025-09-25 18:00:00+03:00,Thursday,18,943.0163577006148,2025-09-25,workday,sügis,False,False,9,10.68,workday:sügis,1.009129,21446.74,21642.52
2025-09-25 19:00:00+03:00,Thursday,19,943.4786679630301,2025-09-25,workday,sügis,False,False,9,10.68,workday:sügis,1.009129,21446.74,21642.52
