datetime_local,weekday,hour_local,consumption_hourly,date_local,segment,season,is_weekend,is_holiday,month_num,EE_avg_temp_C,bias_key,bias_factor,yhat_base,yhat_consumption
2025-10-02 00:00:00+03:00,Thursday,0,856.9687053932143,2025-10-02,workday,autumn,False,False,10,5.97,workday:autumn,1.040133,23334.09,24270.56
2025-10-02 01:00:00+03:00,Thursday,1,813.7092864153386,2025-10-02,workday,autumn,False,False,10,5.97,workday:autumn,1.040133,23334.09,24270.56
2025-10-02 02:00:00+03:00,Thursday,2,801.6061031939673,2025-10-02,workday,autumn,False,False,10,5.97,workday:autumn,1.040133,23334.09,24270.56
2025-10-02 03:00:00+03:00,Thursday,3,806.132647829758,2025-10-02,workday,autumn,False,False,10,5.97,workday:autumn,1.040133,23334.09,24270.56
2025-10-02 04:00:00+03:00,Thursday,4,814.5585968769082,2025-10-02,workday,autumn,False,False,10,5.97,workday:autumn,1.040133,23334.09,24270.56
2025-10-02 05:00:00+03:00,Thursday,5,832.6381245475624,2025-10-02,workday,autumn,False,False,10,5.97,workday:autumn,1.040133,23334.09,24270.56
2025-10-02 06:00:00+03:00,Thursday,6,933.6358710392693,2025-10-02,workday,autumn,False,False,10,5.97,workday:autumn,1.040133,23334.09,24270.56
2025-10-02 07:00:00+03:00,Thursday,7,1085.4496307869917,2025-10-02,workday,autumn,False,False,10,5.97,workday:autumn,1.040133,23334.09,24270.56
2025-10-02 08:00:00+03:00,Thursday,8,1172.6099906283841,2025-10-02,workday,autumn,False,False,10,5.97,workday:autumn,1.040133,23334.09,24270.56
2025-10-02 09:00:00+03:00,Thursday,9,1161.732947117957,2025-10-02,workday,autumn,False,False,10,5.97,workday:autumn,1.040133,23334.09,24270.56
2025-10-02 10:00:00+03:00,Thursday,10,1128.997997898799,2025-10-02,workday,autumn,False,False,10,5.97,workday:autumn,1.040133,23334.09,24270.56
2025-10-02 11:00:00+03:00,Thursday,11,1133.8126716131899,2025-10-02,workday,autumn,False,False,10,5.97,workday:autumn,1.040133,23334.09,24270.56
2025-10-02 12:00:00+03:00,Thursday,12,1104.731345817303,2025-10-02,workday,autumn,False,False,10,5.97,workday:autumn,1.040133,23334.09,24270.56
