datetime_local,weekday,hour_local,consumption_hourly,date_local,segment,season,is_weekend,is_holiday,month_num,EE_avg_temp_C,bias_key,bias_factor,yhat_base,yhat_consumption
2025-10-04 00:00:00+03:00,Saturday,0,736.6783905398453,2025-10-04,offday,autumn,True,False,10,7.13,offday:autumn,0.93503,20462.28,19132.84
2025-10-04 01:00:00+03:00,Saturday,1,710.1901558083119,2025-10-04,offday,autumn,True,False,10,7.13,offday:autumn,0.93503,20462.28,19132.84
2025-10-04 02:00:00+03:00,Saturday,2,690.1941396646563,2025-10-04,offday,autumn,True,False,10,7.13,offday:autumn,0.93503,20462.28,19132.84
2025-10-04 03:00:00+03:00,Saturday,3,671.4461555381282,2025-10-04,offday,autumn,True,False,10,7.13,offday:autumn,0.93503,20462.28,19132.84
2025-10-04 04:00:00+03:00,Saturday,4,669.8180896688796,2025-10-04,offday,autumn,True,False,10,7.13,offday:autumn,0.93503,20462.28,19132.84
2025-10-04 05:00:00+03:00,Saturday,5,677.6143033257887,2025-10-04,offday,autumn,True,False,10,7.13,offday:autumn,0.93503,20462.28,19132.84
2025-10-04 06:00:00+03:00,Saturday,6,698.8039194674141,2025-10-04,offday,autumn,True,False,10,7.13,offday:autumn,0.93503,20462.28,19132.84
2025-10-04 07:00:00+03:00,Saturday,7,752.9044380485356,2025-10-04,offday,autumn,True,False,10,7.13,offday:autumn,0.93503,20462.28,19132.84
2025-10-04 08:00:00+03:00,Saturday,8,817.9630371274336,2025-10-04,offday,autumn,True,False,10,7.13,offday:autumn,0.93503,20462.28,19132.84
2025-10-04 09:00:00+03:00,Saturday,9,863.1595899032436,2025-10-04,offday,autumn,True,False,10,7.13,offday:autumn,0.93503,20462.28,19132.84
2025-10-04 10:00:00+03:00,Saturday,10,892.7799436262031,2025-10-04,offday,autumn,True,False,10,7.13,offday:autumn,0.93503,20462.28,19132.84
2025-10-04 11:00:00+03:00,Saturday,11,888.0872112317902,2025-10-04,offday,autumn,True,False,10,7.13,offday:autumn,0.93503,20462.28,19132.84
2025-10-04 12:00:00+03:00,Saturday,12,908.1825672014401,2025-10-04,offday,autumn,True,False,10,7.13,offday:autumn,0.93503,20462.28,19132.84
2025-10-04 13:00:00+03:00,Saturday,13,890.6588830105187,2025-10-04,offday,autumn,True,False,10,7.13,offday:autumn,0.93503,20462.28,19132.84
2025-10-04 14:00:00+03:00,Saturday,14,840.1605214092814,2025-10-04,offday,autumn,True,False,10,7.13,offday:autumn,0.93503,20462.28,19132.84
2025-10-04 15:00:00+03:00,Saturday,15,840.7841712508753,2025-10-04,offday,autumn,True,False,10,7.13,offday:autumn,0.93503,20462.28,19132.84
2025-10-04 16:00:00+03:00,Saturday,16,814.4836499764517,2025-10-04,offday,autumn,True,False,10,7.13,offday:autumn,0.93503,20462.28,19132.84
2025-10-04 17:00:00+03:00,Saturday,17,827.3553455057539,2025-10-04,offday,autumn,True,False,10,7.13,offday:autumn,0.93503,20462.28,19132.84
2025-10-04 18:00:00+03:00,Saturday,18,831.1033424676161,2025-10-04,offday,autumn,True,False,10,7.13,offday:autumn,0.93503,20462.28,19132.84
2025-10-04 19:00:00+03:00,Saturday,19,854.258806713451,2025-10-04,offday,autumn,True,False,10,7.13,offday:autumn,0.93503,20462.28,19132.84
2025-10-04 20:00:00+03:00,Saturday,20,859.966047384499,2025-10-04,offday,autumn,True,False,10,7.13,offday:autumn,0.93503,20462.28,19132.84
2025-10-04 21:00:00+03:00,Saturday,21,843.6179932324859,2025-10-04,offday,autumn,True,False,10,7.13,offday:autumn,0.93503,20462.28,19132.84
2025-10-04 22:00:00+03:00,Saturday,22,800.135482983939,2025-10-04,offday,autumn,True,False,10,7.13,offday:autumn,0.93503,20462.28,19132.84
2025-10-04 23:00:00+03:00,Saturday,23,752.4938149134572,2025-10-04,offday,autumn,True,False,10,7.13,offday:autumn,0.93503,20462.28,19132.84
2025-10-05 00:00:00+03:00,Sunday,0,695.991794429513,2025-10-05,offday,autumn,True,False,10,9.76,offday:autumn,0.93503,19453.55,18189.66
2025-10-05 01:00:00+03:00,Sunday,1,659.1682185594105,2025-10-05,offday,autumn,True,False,10,9.76,offday:autumn,0.93503,19453.55,18189.66
2025-10-05 02:00:00+03:00,Sunday,2,640.5059159223297,2025-10-05,offday,autumn,True,False,10,9.76,offday:autumn,0.93503,19453.55,18189.66
2025-10-05 03:00:00+03:00,Sunday,3,633.0104784040799,2025-10-05,offday,autumn,True,False,10,9.76,offday:autumn,0.93503,19453.55,18189.66
2025-10-05 04:00:00+03:00,Sunday,4,633.2350844518926,2025-10-05,offday,autumn,True,False,10,9.76,offday:autumn,0.93503,19453.55,18189.66
2025-10-05 05:00:00+03:00,Sunday,5,637.9752998128308,2025-10-05,offday,autumn,True,False,10,9.76,offday:autumn,0.93503,19453.55,18189.66
2025-10-05 06:00:00+03:00,Sunday,6,658.0210934376651,2025-10-05,offday,autumn,True,False,10,9.76,offday:autumn,0.93503,19453.55,18189.66
2025-10-05 07:00:00+03:00,Sunday,7,726.0806897006099,2025-10-05,offday,autumn,True,False,10,9.76,offday:autumn,0.93503,19453.55,18189.66
2025-10-05 08:00:00+03:00,Sunday,8,787.0943508739364,2025-10-05,offday,autumn,True,False,10,9.76,offday:autumn,0.93503,19453.55,18189.66
2025-10-05 09:00:00+03:00,Sunday,9,823.3791820561395,2025-10-05,offday,autumn,True,False,10,9.76,offday:autumn,0.93503,19453.55,18189.66
2025-10-05 10:00:00+03:00,Sunday,10,859.8540668650627,2025-10-05,offday,autumn,True,False,10,9.76,offday:autumn,0.93503,19453.55,18189.66
2025-10-05 11:00:00+03:00,Sunday,11,814.9347405480959,2025-10-05,offday,autumn,True,False,10,9.76,offday:autumn,0.93503,19453.55,18189.66
2025-10-05 12:00:00+03:00,Sunday,12,803.2474355418703,2025-10-05,offday,autumn,True,False,10,9.76,offday:autumn,0.93503,19453.55,18189.66
2025-10-05 13:00:00+03:00,Sunday,13,825.4597200439904,2025-10-05,offday,autumn,True,False,10,9.76,offday:autumn,0.93503,19453.55,18189.66
2025-10-05 14:00:00+03:00,Sunday,14,803.2336052884492,2025-10-05,offday,autumn,True,False,10,9.76,offday:autumn,0.93503,19453.55,18189.66
2025-10-05 15:00:00+03:00,Sunday,15,755.1849467675412,2025-10-05,offday,autumn,True,False,10,9.76,offday:autumn,0.93503,19453.55,18189.66
2025-10-05 16:00:00+03:00,Sunday,16,757.8522954822057,2025-10-05,offday,autumn,True,False,10,9.76,offday:autumn,0.93503,19453.55,18189.66
2025-10-05 17:00:00+03:00,Sunday,17,781.0566054978088,2025-10-05,offday,autumn,True,False,10,9.76,offday:autumn,0.93503,19453.55,18189.66
2025-10-05 18:00:00+03:00,Sunday,18,819.2263428841298,2025-10-05,offday,autumn,True,False,10,9.76,offday:autumn,0.93503,19453.55,18189.66
2025-10-05 19:00:00+03:00,Sunday,19,854.4471782555831,2025-10-05,offday,autumn,True,False,10,9.76,offday:autumn,0.93503,19453.55,18189.66
2025-10-05 20:00:00+03:00,Sunday,20,861.4305738887879,2025-10-05,offday,autumn,True,False,10,9.76,offday:autumn,0.93503,19453.55,18189.66
2025-10-05 21:00:00+03:00,Sunday,21,841.2181385998651,2025-10-05,offday,autumn,True,False,10,9.76,offday:autumn,0.93503,19453.55,18189.66
2025-10-05 22:00:00+03:00,Sunday,22,787.8179122917105,2025-10-05,offday,autumn,True,False,10,9.76,offday:autumn,0.93503,19453.55,18189.66
2025-10-05 23:00:00+03:00,Sunday,23,730.2343303964929,2025-10-05,offday,autumn,True,False,10,9.76,offday:autumn,0.93503,19453.55,18189.66
2025-10-06 00:00:00+03:00,Monday,0,764.2311529362076,2025-10-06,workday,autumn,False,False,10,10.62,workday:autumn,1.038945,21448.6,22283.91
2025-10-06 01:00:00+03:00,Monday,1,725.4668015425607,2025-10-06,workday,autumn,False,False,10,10.62,workday:autumn,1.038945,21448.6,22283.91
2025-10-06 02:00:00+03:00,Monday,2,709.4358549140318,2025-10-06,workday,autumn,False,False,10,10.62,workday:autumn,1.038945,21448.6,22283.91
2025-10-06 03:00:00+03:00,Monday,3,707.9751882910726,2025-10-06,workday,autumn,False,False,10,10.62,workday:autumn,1.038945,21448.6,22283.91
2025-10-06 04:00:00+03:00,Monday,4,716.2089817117375,2025-10-06,workday,autumn,False,False,10,10.62,workday:autumn,1.038945,21448.6,22283.91
2025-10-06 05:00:00+03:00,Monday,5,749.0489668376442,2025-10-06,workday,autumn,False,False,10,10.62,workday:autumn,1.038945,21448.6,22283.91
2025-10-06 06:00:00+03:00,Monday,6,846.9981008191388,2025-10-06,workday,autumn,False,False,10,10.62,workday:autumn,1.038945,21448.6,22283.91
2025-10-06 07:00:00+03:00,Monday,7,1004.6454644660108,2025-10-06,workday,autumn,False,False,10,10.62,workday:autumn,1.038945,21448.6,22283.91
2025-10-06 08:00:00+03:00,Monday,8,1083.7568886880226,2025-10-06,workday,autumn,False,False,10,10.62,workday:autumn,1.038945,21448.6,22283.91
2025-10-06 09:00:00+03:00,Monday,9,1088.2491546345184,2025-10-06,workday,autumn,False,False,10,10.62,workday:autumn,1.038945,21448.6,22283.91
2025-10-06 10:00:00+03:00,Monday,10,1076.7690733049744,2025-10-06,workday,autumn,False,False,10,10.62,workday:autumn,1.038945,21448.6,22283.91
2025-10-06 11:00:00+03:00,Monday,11,1051.849605816976,2025-10-06,workday,autumn,False,False,10,10.62,workday:autumn,1.038945,21448.6,22283.91
2025-10-06 12:00:00+03:00,Monday,12,1064.6450748214054,2025-10-06,workday,autumn,False,False,10,10.62,workday:autumn,1.038945,21448.6,22283.91
2025-10-06 13:00:00+03:00,Monday,13,1041.9265086428663,2025-10-06,workday,autumn,False,False,10,10.62,workday:autumn,1.038945,21448.6,22283.91
2025-10-06 14:00:00+03:00,Monday,14,1016.7523632853096,2025-10-06,workday,autumn,False,False,10,10.62,workday:autumn,1.038945,21448.6,22283.91
2025-10-06 15:00:00+03:00,Monday,15,982.2683884480252,2025-10-06,workday,autumn,False,False,10,10.62,workday:autumn,1.038945,21448.6,22283.91
2025-10-06 16:00:00+03:00,Monday,16,933.9295343984271,2025-10-06,workday,autumn,False,False,10,10.62,workday:autumn,1.038945,21448.6,22283.91
2025-10-06 17:00:00+03:00,Monday,17,961.9008628100088,2025-10-06,workday,autumn,False,False,10,10.62,workday:autumn,1.038945,21448.6,22283.91
2025-10-06 18:00:00+03:00,Monday,18,994.8338176350694,2025-10-06,workday,autumn,False,False,10,10.62,workday:autumn,1.038945,21448.6,22283.91
2025-10-06 19:00:00+03:00,Monday,19,1005.2526507387645,2025-10-06,workday,autumn,False,False,10,10.62,workday:autumn,1.038945,21448.6,22283.91
2025-10-06 20:00:00+03:00,Monday,20,1002.3072266438488,2025-10-06,workday,autumn,False,False,10,10.62,workday:autumn,1.038945,21448.6,22283.91
2025-10-06 21:00:00+03:00,Monday,21,985.1604704931113,2025-10-06,workday,autumn,False,False,10,10.62,workday:autumn,1.038945,21448.6,22283.91
2025-10-06 22:00:00+03:00,Monday,22,921.866869307345,2025-10-06,workday,autumn,False,False,10,10.62,workday:autumn,1.038945,21448.6,22283.91
2025-10-06 23:00:00+03:00,Monday,23,848.4309988129228,2025-10-06,workday,autumn,False,False,10,10.62,workday:autumn,1.038945,21448.6,22283.91
2025-10-07 00:00:00+03:00,Tuesday,0,759.5290407535391,2025-10-07,workday,autumn,False,False,10,11.32,workday:autumn,1.038945,21166.04,21990.35
2025-10-07 01:00:00+03:00,Tuesday,1,727.5213126884555,2025-10-07,workday,autumn,False,False,10,11.32,workday:autumn,1.038945,21166.04,21990.35
2025-10-07 02:00:00+03:00,Tuesday,2,708.2530405104494,2025-10-07,workday,autumn,False,False,10,11.32,workday:autumn,1.038945,21166.04,21990.35
2025-10-07 03:00:00+03:00,Tuesday,3,696.486298678972,2025-10-07,workday,autumn,False,False,10,11.32,workday:autumn,1.038945,21166.04,21990.35
2025-10-07 04:00:00+03:00,Tuesday,4,703.8348422665617,2025-10-07,workday,autumn,False,False,10,11.32,workday:autumn,1.038945,21166.04,21990.35
2025-10-07 05:00:00+03:00,Tuesday,5,732.8728470718248,2025-10-07,workday,autumn,False,False,10,11.32,workday:autumn,1.038945,21166.04,21990.35
2025-10-07 06:00:00+03:00,Tuesday,6,841.9361584804082,2025-10-07,workday,autumn,False,False,10,11.32,workday:autumn,1.038945,21166.04,21990.35
2025-10-07 07:00:00+03:00,Tuesday,7,1000.19368103391,2025-10-07,workday,autumn,False,False,10,11.32,workday:autumn,1.038945,21166.04,21990.35
2025-10-07 08:00:00+03:00,Tuesday,8,1083.5357067878854,2025-10-07,workday,autumn,False,False,10,11.32,workday:autumn,1.038945,21166.04,21990.35
