datetime_local,weekday,hour_local,consumption_hourly,date_local,segment,season,is_weekend,is_holiday,month_num,EE_avg_temp_C,bias_key,bias_factor,yhat_base,yhat_consumption
2025-09-25 00:00:00+03:00,Thursday,0,794.0365540499802,2025-09-25,workday,autumn,False,False,9,9.86,workday:autumn,1.041934,21775.93,22689.09
2025-09-25 01:00:00+03:00,Thursday,1,753.444094418404,2025-09-25,workday,autumn,False,False,9,9.86,workday:autumn,1.041934,21775.93,22689.09
2025-09-25 02:00:00+03:00,Thursday,2,738.5537002954017,2025-09-25,workday,autumn,False,False,9,9.86,workday:autumn,1.041934,21775.93,22689.09
2025-09-25 03:00:00+03:00,Thursday,3,739.0014920204716,2025-09-25,workday,autumn,False,False,9,9.86,workday:autumn,1.041934,21775.93,22689.09
2025-09-25 04:00:00+03:00,Thursday,4,746.4293180191816,2025-09-25,workday,autumn,False,False,9,9.86,workday:autumn,1.041934,21775.93,22689.09
2025-09-25 05:00:00+03:00,Thursday,5,766.9613319634481,2025-09-25,workday,autumn,False,False,9,9.86,workday:autumn,1.041934,21775.93,22689.09
2025-09-25 06:00:00+03:00,Thursday,6,870.2006013695774,2025-09-25,workday,autumn,False,False,9,9.86,workday:autumn,1.041934,21775.93,22689.09
2025-09-25 07:00:00+03:00,Thursday,7,1000.2195573341337,2025-09-25,workday,autumn,False,False,9,9.86,workday:autumn,1.041934,21775.93,22689.09
2025-09-25 08:00:00+03:00,Thursday,8,1095.9881716830826,2025-09-25,workday,autumn,False,False,9,9.86,workday:autumn,1.041934,21775.93,22689.09
2025-09-25 09:00:00+03:00,Thursday,9,1097.9283661407208,2025-09-25,workday,autumn,False,False,9,9.86,workday:autumn,1.041934,21775.93,22689.09
2025-09-25 10:00:00+03:00,Thursday,10,1078.3535647598765,2025-09-25,workday,autumn,False,False,9,9.86,workday:autumn,1.041934,21775.93,22689.09
2025-09-25 11:00:00+03:00,Thursday,11,1082.4650551675368,2025-09-25,workday,autumn,False,False,9,9.86,workday:autumn,1.041934,21775.93,22689.09
2025-09-25 12:00:00+03:00,Thursday,12,1067.3580360748413,2025-09-25,workday,autumn,False,False,9,9.86,workday:autumn,1.041934,21775.93,22689.09
2025-09-25 13:00:00+03:00,Thursday,13,1076.4293671613343,2025-09-25,workday,autumn,False,False,9,9.86,workday:autumn,1.041934,21775.93,22689.09
2025-09-25 14:00:00+03:00,Thursday,14,1055.2428083166983,2025-09-25,workday,autumn,False,False,9,9.86,workday:autumn,1.041934,21775.93,22689.09
