"Ajatempel (UTC)";"Kuupäev (Eesti aeg)";"Tarbimine";"Tootmine";"Planeeritud tarbimine";"Planeeritud tootmine"
"1748613600";"30.05.2025 17:00";"717";"646,2";"811,525";"809,375"
"1748617200";"30.05.2025 18:00";"775,7";"583";"805,9";"666,65"
"1748620800";"30.05.2025 19:00";"818,7";"429,5";"869,4";"526,1"
"1748624400";"30.05.2025 20:00";"807,2";"368,4";"826,05";"415,025"
"1748628000";"30.05.2025 21:00";"803,1";"399,4";"822,85";"416,65"
"1748631600";"30.05.2025 22:00";"803";"404,4";"809,15";"440,875"
"1748635200";"30.05.2025 23:00";"733,9";"416,9";"741,125";"458,025"
"1748638800";"31.05.2025 00:00";"688,7";"490,9";"686,6";"468,225"
"1748642400";"31.05.2025 01:00";"656,1";"527,3";"700,925";"490,775"
"1748646000";"31.05.2025 02:00";"655,8";"435,1";"727,6";"476,675"
"1748649600";"31.05.2025 03:00";"630,7";"387,6";"692,525";"455,825"
"1748653200";"31.05.2025 04:00";"587,5";"366,6";"664,05";"434,55"
"1748656800";"31.05.2025 05:00";"581";"383,2";"641,125";"438,275"
"1748660400";"31.05.2025 06:00";"637,2";"462,7";"682,975";"479,6"
"1748664000";"31.05.2025 07:00";"663,1";"591,1";"693,775";"574,725"
"1748667600";"31.05.2025 08:00";"686,2";"727,9";"693,575";"703,6"
"1748671200";"31.05.2025 09:00";"660,1";"840,6";"712,125";"852,85"
"1748674800";"31.05.2025 10:00";"725,6";"911,2";"754,825";"947,025"
"1748678400";"31.05.2025 11:00";"838,1";"976,6";"728,925";"920,625"
"1748682000";"31.05.2025 12:00";"832,4";"991,4";"728,075";"904,075"
"1748685600";"31.05.2025 13:00";"795,1";"1044,3";"791,175";"907,1"
"1748689200";"31.05.2025 14:00";"817,8";"988,3";"800,275";"911,25"
"1748692800";"31.05.2025 15:00";"771,9";"970,4";"765,35";"908,375"
"1748696400";"31.05.2025 16:00";"746,1";"916,5";"798,7";"888,475"
"1748700000";"31.05.2025 17:00";"775,7";"780,5";"801,3";"810,4"
"1748703600";"31.05.2025 18:00";"683,4";"766,7";"804,4";"854,35"
"1748707200";"31.05.2025 19:00";"730,4";"614,4";"795,525";"672,925"
"1748710800";"31.05.2025 20:00";"737,5";"500,1";"829,75";"577,5"
"1748714400";"31.05.2025 21:00";"693,6";"445,3";"798,35";"528,8"
"1748718000";"31.05.2025 22:00";"700,3";"448,2";"762,925";"486,25"
"1748721600";"31.05.2025 23:00";"697,5";"428";"757,85";"471,275"
"1748725200";"01.06.2025 00:00";"673,5";"483,9";"820,575";"482,425"
"1748728800";"01.06.2025 01:00";"644,8";"481,5";"695,625";"494,575"
"1748732400";"01.06.2025 02:00";"628,7";"470,5";"649,45";"491,975"
"1748736000";"01.06.2025 03:00";"612,9";"467,4";"623,775";"477,175"
"1748739600";"01.06.2025 04:00";"595,2";"510,5";"618,55";"484,575"
"1748743200";"01.06.2025 05:00";"625";"586,7";"648,625";"548,55"
"1748746800";"01.06.2025 06:00";"669,4";"646,8";"668,475";"607,875"
"1748750400";"01.06.2025 07:00";"675,8";"743,9";"650";"676,625"
"1748754000";"01.06.2025 08:00";"631,3";"850,8";"655,075";"773,05"
"1748757600";"01.06.2025 09:00";"624,3";"961,6";"737,45";"949,175"
"1748761200";"01.06.2025 10:00";"673";"991,4";"770,025";"975,7"
"1748764800";"01.06.2025 11:00";"863,7";"1080,9";"801,025";"999,85"
"1748768400";"01.06.2025 12:00";"892,4";"1103,1";"784,825";"991,15"
"1748772000";"01.06.2025 13:00";"918,4";"1072,4";"793,05";"990,45"
"1748775600";"01.06.2025 14:00";"887,9";"1032,4";"799,5";"963,4"
"1748779200";"01.06.2025 15:00";"846,3";"996,4";"769,025";"934,7"
"1748782800";"01.06.2025 16:00";"803,8";"905,5";"771,025";"886,125"
"1748786400";"01.06.2025 17:00";"806,3";"781,1";"769,625";"764,2"
"1748790000";"01.06.2025 18:00";"746,5";"688";"752,025";"667,25"
"1748793600";"01.06.2025 19:00";"790";"523";"814";"513,7"
"1748797200";"01.06.2025 20:00";"769,3";"371,9";"815,225";"407,975"
"1748800800";"01.06.2025 21:00";"728,9";"292,4";"784,65";"362,325"
"1748804400";"01.06.2025 22:00";"736,5";"330,5";"764";"357,375"
"1748808000";"01.06.2025 23:00";"705,4";"340,4";"743,325";"392,125"
"1748811600";"02.06.2025 00:00";"664,4";"401,9";"667,475";"413,7"
"1748815200";"02.06.2025 01:00";"644";"440,1";"663,8";"513,25"
"1748818800";"02.06.2025 02:00";"637,6";"508,7";"632,275";"512,25"
"1748822400";"02.06.2025 03:00";"626,4";"552,9";"652";"558,15"
"1748826000";"02.06.2025 04:00";"612,3";"552,3";"642,05";"587,65"
"1748829600";"02.06.2025 05:00";"617,5";"669,8";"649,625";"623,225"
"1748833200";"02.06.2025 06:00";"694,8";"778,8";"754,65";"683,975"
"1748836800";"02.06.2025 07:00";"772";"756,1";"857,45";"739,475"
"1748840400";"02.06.2025 08:00";"832,1";"698,2";"910,85";"738,025"
"1748844000";"02.06.2025 09:00";"868,6";"648,1";"928,825";"720,975"
"1748847600";"02.06.2025 10:00";"872,5";"620,2";"957,4";"697,375"
"1748851200";"02.06.2025 11:00";"902,5";"644,1";"980,75";"653,75"
"1748854800";"02.06.2025 12:00";"957,3";"569,6";"933,05";"614,05"
"1748858400";"02.06.2025 13:00";"1009,8";"544,5";"969,125";"608,375"
"1748862000";"02.06.2025 14:00";"1003,1";"534,8";"1034,45";"580,65"
"1748865600";"02.06.2025 15:00";"1041,2";"598,3";"1007,85";"590,25"
"1748869200";"02.06.2025 16:00";"996,1";"601,1";"973,15";"630,625"
"1748872800";"02.06.2025 17:00";"1005,4";"616,9";"914,5";"607,725"
"1748876400";"02.06.2025 18:00";"948,1";"637,6";"789,825";"589,225"
"1748880000";"02.06.2025 19:00";"897,3";"566,8";"837,025";"558,775"
"1748883600";"02.06.2025 20:00";"858,4";"507,8";"801,575";"483,15"
"1748887200";"02.06.2025 21:00";"801,8";"460,4";"815,025";"520,15"
"1748890800";"02.06.2025 22:00";"794,5";"467,8";"822,75";"502,225"
"1748894400";"02.06.2025 23:00";"749,9";"550,6";"802,15";"545,45"
"1748898000";"03.06.2025 00:00";"709,4";"510,7";"751,925";"527,55"
"1748901600";"03.06.2025 01:00";"679";"517,1";"686,95";"507,525"
"1748905200";"03.06.2025 02:00";"656";"467,8";"679,2";"514,675"
"1748908800";"03.06.2025 03:00";"640,2";"441,6";"653,95";"464,825"
"1748912400";"03.06.2025 04:00";"628,3";"423,9";"628,175";"435,7"
"1748916000";"03.06.2025 05:00";"672";"444,9";"656,15";"452,75"
"1748919600";"03.06.2025 06:00";"797,9";"497,9";"730,675";"491,225"
"1748923200";"03.06.2025 07:00";"931";"629,3";"817,95";"581,175"
"1748926800";"03.06.2025 08:00";"1035,1";"827,6";"894,675";"750,775"
"1748930400";"03.06.2025 09:00";"1001,2";"954,3";"918,5";"841,95"
"1748934000";"03.06.2025 10:00";"925,5";"950,5";"915,35";"934,45"
"1748937600";"03.06.2025 11:00";"920,2";"942,7";"940,375";"960,65"
"1748941200";"03.06.2025 12:00";"935,4";"1044,5";"895,35";"1004,4"
"1748944800";"03.06.2025 13:00";"948,4";"1094,7";"880,625";"1033,525"
"1748948400";"03.06.2025 14:00";"1002,5";"1126,9";"883,325";"1027,4"
"1748952000";"03.06.2025 15:00";"944";"1045";"910,15";"1028,925"
"1748955600";"03.06.2025 16:00";"801,7";"962,9";"867,275";"950"
"1748959200";"03.06.2025 17:00";"772";"863,9";"837,8";"847,925"
"1748962800";"03.06.2025 18:00";"812,7";"725,8";"814,775";"712,55"
"1748966400";"03.06.2025 19:00";"861,6";"576,4";"866,075";"594,375"
"1748970000";"03.06.2025 20:00";"839,9";"494,9";"868,8";"503,925"
"1748973600";"03.06.2025 21:00";"785";"392,3";"840,85";"452,15"
"1748977200";"03.06.2025 22:00";"784,1";"391,2";"822,375";"438,075"
"1748980800";"03.06.2025 23:00";"745,7";"368,1";"779,875";"432,1"
"1748984400";"04.06.2025 00:00";"709,6";"377,3";"730,25";"435,125"
"1748988000";"04.06.2025 01:00";"680,9";"388,6";"691,775";"375,175"
"1748991600";"04.06.2025 02:00";"684,5";"406,7";"701,225";"413,925"
"1748995200";"04.06.2025 03:00";"670";"400,6";"694,575";"397,3"
"1748998800";"04.06.2025 04:00";"636,6";"438,7";"676,025";"425,55"
"1749002400";"04.06.2025 05:00";"681,5";"494,1";"687,575";"463,275"
"1749006000";"04.06.2025 06:00";"810,4";"569,5";"785,475";"537,05"
"1749009600";"04.06.2025 07:00";"904,8";"701,2";"841,05";"675,875"
"1749013200";"04.06.2025 08:00";"920,2";"846";"877,4";"837,15"
"1749016800";"04.06.2025 09:00";"918";"999,6";"844,775";"927,175"
"1749020400";"04.06.2025 10:00";"925,3";"1116,4";"868,1";"999,3"
"1749024000";"04.06.2025 11:00";"898";"1146,4";"831,625";"1028,9"
"1749027600";"04.06.2025 12:00";"941,2";"1139,3";"873,05";"1022,75"
"1749031200";"04.06.2025 13:00";"961";"1167,6";"879,475";"1020,925"
"1749034800";"04.06.2025 14:00";"950,2";"1112,8";"856,6";"973,75"
"1749038400";"04.06.2025 15:00";"897,4";"1061,7";"833,075";"950,125"
"1749042000";"04.06.2025 16:00";"851,9";"952";"836,9";"887,15"
"1749045600";"04.06.2025 17:00";"855,8";"869,2";"797,4";"819,9"
"1749049200";"04.06.2025 18:00";"847,3";"724,3";"784,475";"695,65"
"1749052800";"04.06.2025 19:00";"867,8";"609";"841,725";"600,55"
"1749056400";"04.06.2025 20:00";"840,9";"508,6";"869,275";"533,95"
"1749060000";"04.06.2025 21:00";"793,6";"495,1";"833,8";"548,5"
"1749063600";"04.06.2025 22:00";"791,8";"549,3";"825,7";"567,8"
"1749067200";"04.06.2025 23:00";"746";"613,1";"764,95";"622,7"
"1749070800";"05.06.2025 00:00";"695,3";"634,2";"715,9";"647,525"
"1749074400";"05.06.2025 01:00";"666,6";"701,1";"670,15";"659,225"
"1749078000";"05.06.2025 02:00";"651,9";"726,9";"655,35";"677,075"
"1749081600";"05.06.2025 03:00";"642,4";"730,3";"674,05";"677,5"
"1749085200";"05.06.2025 04:00";"618,8";"688,4";"658,575";"664,65"
"1749088800";"05.06.2025 05:00";"647,3";"625,6";"659,875";"632,075"
"1749092400";"05.06.2025 06:00";"715,7";"597,4";"736,575";"630,85"
"1749096000";"05.06.2025 07:00";"789,3";"596,6";"848,05";"679,175"
"1749099600";"05.06.2025 08:00";"895,3";"652,5";"943,125";"713,125"
"1749103200";"05.06.2025 09:00";"957";"648,9";"993,5";"753,75"
"1749106800";"05.06.2025 10:00";"953,8";"697,7";"1001,075";"746,375"
"1749110400";"05.06.2025 11:00";"903,6";"764";"1002,675";"755,05"
"1749114000";"05.06.2025 12:00";"831";"755";"958,925";"717,825"
"1749117600";"05.06.2025 13:00";"888,3";"663,3";"1002,725";"760,9"
"1749121200";"05.06.2025 14:00";"866,1";"671,6";"979,525";"757,875"
"1749124800";"05.06.2025 15:00";"784,6";"622,6";"982,125";"741,5"
"1749128400";"05.06.2025 16:00";"715,6";"620,6";"968,125";"761,975"
"1749132000";"05.06.2025 17:00";"760,2";"611,7";"934,1";"652,425"
"1749135600";"05.06.2025 18:00";"875,9";"571,1";"874,7";"572,025"
"1749139200";"05.06.2025 19:00";"862,1";"466,1";"839,075";"470,375"
"1749142800";"05.06.2025 20:00";"832,6";"387,8";"817,875";"411,05"
"1749146400";"05.06.2025 21:00";"783,6";"336,6";"793,35";"373,375"
"1749150000";"05.06.2025 22:00";"775,4";"329,9";"782,925";"354,8"
"1749153600";"05.06.2025 23:00";"739,7";"338";"769,75";"345,825"
"1749157200";"06.06.2025 00:00";"693,5";"317,2";"700,375";"337,95"
"1749160800";"06.06.2025 01:00";"658,4";"323,6";"668,7";"356,675"
"1749164400";"06.06.2025 02:00";"645,9";"324,4";"674,65";"331,325"
"1749168000";"06.06.2025 03:00";"646,1";"319,9";"696,225";"331,25"
"1749171600";"06.06.2025 04:00";"627,2";"335,4";"675,15";"326,975"
"1749175200";"06.06.2025 05:00";"662,9";"366,1";"692,775";"356,825"
"1749178800";"06.06.2025 06:00";"772,2";"443,5";"762,2";"412,125"
"1749182400";"06.06.2025 07:00";"880,9";"457,5";"841,95";"518,275"
"1749186000";"06.06.2025 08:00";"996,5";"482,1";"1088,45";"569,9"
"1749189600";"06.06.2025 09:00";"1050,4";"526,5";"1175,025";"571,325"
"1749193200";"06.06.2025 10:00";"1030,6";"510,2";"1002,9";"508,15"
"1749196800";"06.06.2025 11:00";"972,1";"561,9";"1013,4";"542,85"
"1749200400";"06.06.2025 12:00";"910,1";"538,6";"1027,475";"558,7"
"1749204000";"06.06.2025 13:00";"828,3";"578,3";"991,3";"651,175"
"1749207600";"06.06.2025 14:00";"790,2";"598,4";"974,3";"715,4"
"1749211200";"06.06.2025 15:00";"780,3";"600,2";"945,05";"729,1"
"1749214800";"06.06.2025 16:00";"804,6";"630,2";"883,925";"696,975"
"1749218400";"06.06.2025 17:00";"782,2";"517";"860,025";"609,575"
"1749222000";"06.06.2025 18:00";"772,9";"463,8";"918,75";"496,4"
"1749225600";"06.06.2025 19:00";"766,9";"352,4";"872,025";"430,85"
"1749229200";"06.06.2025 20:00";"767,7";"315,8";"821,15";"381,8"
"1749232800";"06.06.2025 21:00";"786,5";"316,4";"804,1";"373,925"
"1749236400";"06.06.2025 22:00";"786,4";"334,8";"791,075";"373,2"
"1749240000";"06.06.2025 23:00";"746,7";"458";"762";"419,025"
"1749243600";"07.06.2025 00:00";"709,2";"462,5";"735,825";"501,875"
"1749247200";"07.06.2025 01:00";"670,3";"452,7";"685,175";"527,65"
"1749250800";"07.06.2025 02:00";"653,4";"460,9";"615,525";"462,175"
"1749254400";"07.06.2025 03:00";"638,9";"455,7";"636,725";"480,275"
"1749258000";"07.06.2025 04:00";"603";"429,1";"621,95";"476,125"
"1749261600";"07.06.2025 05:00";"618,8";"446,9";"623,225";"489,4"
"1749265200";"07.06.2025 06:00";"671,2";"562,8";"626,95";"556,125"
"1749268800";"07.06.2025 07:00";"734,2";"673,4";"646,3";"657,475"
"1749272400";"07.06.2025 08:00";"766,5";"789,4";"709,225";"809,225"
"1749276000";"07.06.2025 09:00";"777,3";"972,8";"732,6";"962,825"
"1749279600";"07.06.2025 10:00";"793,7";"1047,8";"760,45";"1069,2"
"1749283200";"07.06.2025 11:00";"844,1";"1083";"775,075";"1083,725"
"1749286800";"07.06.2025 12:00";"926,9";"1160,1";"754,35";"1107,6"
"1749290400";"07.06.2025 13:00";"912,8";"1151";"772,375";"1093,075"
"1749294000";"07.06.2025 14:00";"954,8";"1097,2";"786,225";"1069,25"
"1749297600";"07.06.2025 15:00";"852,1";"1052,3";"791,675";"1049,075"
"1749301200";"07.06.2025 16:00";"801,7";"1005,6";"796,1";"1017,5"
"1749304800";"07.06.2025 17:00";"758,2";"881,9";"803,2";"971,775"
"1749308400";"07.06.2025 18:00";"706,1";"815,3";"750,9";"867,125"
"1749312000";"07.06.2025 19:00";"728,3";"608,8";"748,575";"665,25"
"1749315600";"07.06.2025 20:00";"742,3";"447,1";"758,25";"518,875"
"1749319200";"07.06.2025 21:00";"702,9";"407,5";"765,175";"464,125"
"1749322800";"07.06.2025 22:00";"693,4";"432";"747,075";"436,55"
"1749326400";"07.06.2025 23:00";"688,7";"382,1";"726,05";"405,575"
"1749330000";"08.06.2025 00:00";"655,8";"354,1";"662,3";"386,7"
"1749333600";"08.06.2025 01:00";"623,9";"337";"652,025";"368,8"
"1749337200";"08.06.2025 02:00";"606,4";"330,8";"623,275";"337,275"
"1749340800";"08.06.2025 03:00";"594,2";"310";"624,675";"310,85"
"1749344400";"08.06.2025 04:00";"567,8";"292,1";"619";"299,5"
"1749348000";"08.06.2025 05:00";"570,8";"304,2";"608,6";"319,6"
"1749351600";"08.06.2025 06:00";"615,2";"381,7";"607,075";"360,025"
"1749355200";"08.06.2025 07:00";"730,9";"545,1";"615,125";"414,6"
"1749358800";"08.06.2025 08:00";"838,4";"677,6";"681,15";"512,875"
"1749362400";"08.06.2025 09:00";"909,2";"811,6";"772,8";"622,775"
"1749366000";"08.06.2025 10:00";"871,9";"855,3";"792,2";"742,175"
"1749369600";"08.06.2025 11:00";"849,8";"912";"779,2";"791,25"
"1749373200";"08.06.2025 12:00";"920,6";"940,8";"776,825";"820,65"
"1749376800";"08.06.2025 13:00";"773,9";"939,6";"698,1";"877,95"
"1749380400";"08.06.2025 14:00";"763,6";"903,9";"720,65";"903,175"
"1749384000";"08.06.2025 15:00";"831,4";"861,4";"721,95";"875,15"
"1749387600";"08.06.2025 16:00";"785,1";"764,7";"770,7";"826,05"
"1749391200";"08.06.2025 17:00";"764,2";"598,6";"780,95";"714,45"
"1749394800";"08.06.2025 18:00";"731,2";"496,3";"776,675";"589,075"
"1749398400";"08.06.2025 19:00";"752,4";"405,7";"773,675";"448,55"
"1749402000";"08.06.2025 20:00";"747,4";"337,3";"785,625";"369,7"
"1749405600";"08.06.2025 21:00";"715";"298,7";"767,475";"328,475"
"1749409200";"08.06.2025 22:00";"717,7";"254,7";"757,15";"301,875"
"1749412800";"08.06.2025 23:00";"700,2";"279,2";"726,125";"286,85"
"1749416400";"09.06.2025 00:00";"663,9";"266,8";"686,3";"293,475"
"1749420000";"09.06.2025 01:00";"645,8";"311,3";"691,05";"326,125"
"1749423600";"09.06.2025 02:00";"629,2";"344,6";"664,35";"330,2"
"1749427200";"09.06.2025 03:00";"620,1";"386,6";"665,05";"352,2"
"1749430800";"09.06.2025 04:00";"592,1";"390,9";"678,7";"381,825"
"1749434400";"09.06.2025 05:00";"594,7";"438,6";"662";"404,125"
"1749438000";"09.06.2025 06:00";"676,7";"462,2";"760,675";"450,575"
"1749441600";"09.06.2025 07:00";"799,6";"434,5";"834,975";"459,175"
"1749445200";"09.06.2025 08:00";"912,3";"467,7";"891,225";"492,7"
"1749448800";"09.06.2025 09:00";"952,7";"520,8";"948,125";"505,3"
"1749452400";"09.06.2025 10:00";"944,6";"510,9";"972,6";"536,45"
"1749456000";"09.06.2025 11:00";"947,5";"561,2";"969,45";"573,075"
"1749459600";"09.06.2025 12:00";"922";"561,9";"966,725";"579,725"
"1749463200";"09.06.2025 13:00";"906,2";"561";"1005,55";"620,1"
"1749466800";"09.06.2025 14:00";"882,3";"531,8";"1010,2";"631,325"
"1749470400";"09.06.2025 15:00";"848,7";"505,9";"962,8";"586,125"
"1749474000";"09.06.2025 16:00";"855,6";"494,8";"954,875";"585,525"
"1749477600";"09.06.2025 17:00";"892,8";"473,9";"921,4";"547,275"
"1749481200";"09.06.2025 18:00";"914,1";"454,2";"936,125";"509,8"
"1749484800";"09.06.2025 19:00";"887,3";"482,6";"920,45";"538,05"
"1749488400";"09.06.2025 20:00";"870,6";"542,6";"911,875";"564,55"
"1749492000";"09.06.2025 21:00";"832,4";"543,4";"869,925";"644,125"
"1749495600";"09.06.2025 22:00";"795,6";"616,9";"763,9";"612,7"
"1749499200";"09.06.2025 23:00";"744,3";"660,4";"724,75";"577,25"
"1749502800";"10.06.2025 00:00";"695,8";"568,2";"715,075";"597,65"
"1749506400";"10.06.2025 01:00";"669,1";"479,7";"661,9";"534,475"
"1749510000";"10.06.2025 02:00";"647,4";"417,3";"613,525";"452,2"
"1749513600";"10.06.2025 03:00";"633,6";"430,7";"624,4";"435,225"
"1749517200";"10.06.2025 04:00";"615,6";"442,5";"593,6";"422,975"
"1749520800";"10.06.2025 05:00";"630,7";"447,4";"628,775";"438,625"
"1749524400";"10.06.2025 06:00";"712,6";"448,2";"726,05";"464,95"
"1749528000";"10.06.2025 07:00";"816,9";"542,8";"806,775";"535,575"
"1749531600";"10.06.2025 08:00";"891,8";"616,7";"951,675";"664,15"
"1749535200";"10.06.2025 09:00";"850,2";"712,9";"953,5";"765,5"
"1749538800";"10.06.2025 10:00";"806,9";"812,8";"861,6";"831,625"
"1749542400";"10.06.2025 11:00";"799,3";"917,3";"892,475";"895,425"
"1749546000";"10.06.2025 12:00";"831,5";"1005,2";"864,925";"948,55"
"1749549600";"10.06.2025 13:00";"924,9";"1005,4";"883,7";"979,9"
"1749553200";"10.06.2025 14:00";"937,1";"988,5";"861,775";"973,175"
"1749556800";"10.06.2025 15:00";"894,7";"957,3";"843,4";"918,65"
"1749560400";"10.06.2025 16:00";"868,9";"903,8";"820,05";"850,05"
"1749564000";"10.06.2025 17:00";"841,2";"802,4";"787,425";"745,525"
"1749567600";"10.06.2025 18:00";"824";"676,2";"828,525";"697,3"
"1749571200";"10.06.2025 19:00";"809,8";"593,6";"877,95";"605,425"
"1749574800";"10.06.2025 20:00";"794,7";"475,3";"845,925";"508,225"
"1749578400";"10.06.2025 21:00";"771,7";"392,6";"830,6";"447,5"
"1749582000";"10.06.2025 22:00";"777,2";"377,8";"824,675";"412,95"
"1749585600";"10.06.2025 23:00";"739,6";"413,3";"758,575";"379,975"
"1749589200";"11.06.2025 00:00";"694,7";"346,6";"731,875";"357,45"
"1749592800";"11.06.2025 01:00";"670,7";"318,9";"705,2";"345,55"
"1749596400";"11.06.2025 02:00";"660,2";"307,7";"713,6";"354,4"
"1749600000";"11.06.2025 03:00";"658";"328,7";"685,85";"366,25"
"1749603600";"11.06.2025 04:00";"617,9";"333,4";"668,725";"378,7"
"1749607200";"11.06.2025 05:00";"627,6";"361,3";"671,95";"384,95"
"1749610800";"11.06.2025 06:00";"707,9";"442,5";"768,375";"428,1"
"1749614400";"11.06.2025 07:00";"818,5";"520,2";"868,3";"493,1"
"1749618000";"11.06.2025 08:00";"897,4";"575,6";"956,125";"562,55"
"1749621600";"11.06.2025 09:00";"872,8";"625,9";"959,3";"610,425"
"1749625200";"11.06.2025 10:00";"825,5";"651,8";"988,6";"662,975"
"1749628800";"11.06.2025 11:00";"854,3";"700,1";"945,925";"692,85"
"1749632400";"11.06.2025 12:00";"811,6";"738,1";"931,575";"705"
"1749636000";"11.06.2025 13:00";"850,2";"739,7";"961,775";"719,475"
"1749639600";"11.06.2025 14:00";"849,3";"730,8";"975,825";"708,525"
"1749643200";"11.06.2025 15:00";"859,8";"627,2";"990,625";"693,875"
"1749646800";"11.06.2025 16:00";"894,6";"615,1";"941,65";"677,95"
"1749650400";"11.06.2025 17:00";"888,1";"544,6";"911,025";"546,225"
"1749654000";"11.06.2025 18:00";"900,7";"353,3";"941,725";"395,875"
"1749657600";"11.06.2025 19:00";"889";"327,2";"889,925";"362,775"
"1749661200";"11.06.2025 20:00";"857,2";"298,6";"885,625";"339,85"
"1749664800";"11.06.2025 21:00";"836,6";"307,1";"850,4";"353,575"
"1749668400";"11.06.2025 22:00";"799,4";"294,7";"833,475";"349,425"
"1749672000";"11.06.2025 23:00";"761,7";"255,8";"798,525";"341,85"
"1749675600";"12.06.2025 00:00";"703,9";"247,1";"736,775";"340,475"
"1749679200";"12.06.2025 01:00";"674,7";"255,2";"746,675";"351,55"
"1749682800";"12.06.2025 02:00";"657,8";"270,2";"719,25";"352,45"
"1749686400";"12.06.2025 03:00";"647,7";"293,6";"688,975";"356,375"
"1749690000";"12.06.2025 04:00";"614,2";"283,9";"703,55";"369,725"
"1749693600";"12.06.2025 05:00";"647,2";"283,4";"711,925";"388,625"
"1749697200";"12.06.2025 06:00";"746,5";"338,1";"770";"424,3"
"1749700800";"12.06.2025 07:00";"869,2";"466,2";"837,9";"473,775"
"1749704400";"12.06.2025 08:00";"989,3";"522,2";"955,475";"514,025"
"1749708000";"12.06.2025 09:00";"1053,3";"573";"1054,6";"584,3"
"1749711600";"12.06.2025 10:00";"1083,2";"618,6";"1034,65";"634,925"
"1749715200";"12.06.2025 11:00";"1095,5";"668,9";"1028,625";"667,7"
"1749718800";"12.06.2025 12:00";"1075,3";"717,1";"1068,8";"695,15"
"1749722400";"12.06.2025 13:00";"1047,4";"795,2";"1117,15";"792,325"
"1749726000";"12.06.2025 14:00";"991,1";"772,9";"1103,25";"786,475"
"1749729600";"12.06.2025 15:00";"888,5";"741";"1040,825";"811,525"
"1749733200";"12.06.2025 16:00";"807,9";"681,4";"1031,8";"790,05"
"1749736800";"12.06.2025 17:00";"801,5";"600,1";"982,975";"734,425"
"1749740400";"12.06.2025 18:00";"801,9";"583,1";"956,5";"661,675"
"1749744000";"12.06.2025 19:00";"818,1";"615,8";"965,825";"683,475"
"1749747600";"12.06.2025 20:00";"832,1";"572,9";"911,375";"638,8"
"1749751200";"12.06.2025 21:00";"802,3";"516,1";"896,625";"605,775"
"1749754800";"12.06.2025 22:00";"776,7";"543";"866,075";"575,65"
"1749758400";"12.06.2025 23:00";"744";"540,3";"827,25";"574,85"
"1749762000";"13.06.2025 00:00";"701,3";"507";"764,775";"571,55"
"1749765600";"13.06.2025 01:00";"670,3";"484,8";"691,25";"525,55"
"1749769200";"13.06.2025 02:00";"654,9";"464,7";"657,3";"498,375"
"1749772800";"13.06.2025 03:00";"633,4";"486,7";"645,925";"478,9"
"1749776400";"13.06.2025 04:00";"608,8";"485";"658,55";"504,6"
"1749780000";"13.06.2025 05:00";"654,2";"547,3";"679,6";"522,225"
"1749783600";"13.06.2025 06:00";"808,9";"646,5";"727,175";"593,65"
"1749787200";"13.06.2025 07:00";"911";"765,5";"776,4";"665,725"
"1749790800";"13.06.2025 08:00";"921,2";"861,8";"837,8";"771,5"
"1749794400";"13.06.2025 09:00";"872";"903,2";"887,7";"929,975"
"1749798000";"13.06.2025 10:00";"771,6";"1049,2";"902,525";"1044,3"
"1749801600";"13.06.2025 11:00";"787,4";"1113,4";"857,9";"1089,175"
"1749805200";"13.06.2025 12:00";"823,9";"1154,1";"857,5";"1132,575"
"1749808800";"13.06.2025 13:00";"801,2";"1115,5";"884,3";"1077,225"
"1749812400";"13.06.2025 14:00";"895,3";"1029";"883,55";"1042,6"
"1749816000";"13.06.2025 15:00";"773,6";"943,9";"849,925";"997,95"
"1749819600";"13.06.2025 16:00";"734,1";"960,8";"833,5";"1026,7"
"1749823200";"13.06.2025 17:00";"726,7";"817,8";"808,4";"898,9"
"1749826800";"13.06.2025 18:00";"732,6";"691,3";"811,675";"781,55"
"1749830400";"13.06.2025 19:00";"782,2";"573,7";"801,05";"599,325"
"1749834000";"13.06.2025 20:00";"781,9";"452,7";"803,65";"485,625"
"1749837600";"13.06.2025 21:00";"741,9";"354,1";"800,3";"431,925"
"1749841200";"13.06.2025 22:00";"750,2";"406,3";"792,15";"423,7"
"1749844800";"13.06.2025 23:00";"745";"390,8";"798,4";"438,425"
"1749848400";"14.06.2025 00:00";"708,8";"443,8";"729,625";"443,2"
"1749852000";"14.06.2025 01:00";"669,7";"432,7";"718,025";"458,075"
"1749855600";"14.06.2025 02:00";"644,5";"406,5";"683,7";"424,525"
"1749859200";"14.06.2025 03:00";"623,3";"313,6";"650,425";"397,675"
"1749862800";"14.06.2025 04:00";"596";"307,3";"615,5";"345,35"
"1749866400";"14.06.2025 05:00";"638,2";"370,4";"602,125";"363,5"
"1749870000";"14.06.2025 06:00";"738,1";"500,8";"616,9";"423,275"
"1749873600";"14.06.2025 07:00";"772,2";"638,5";"642,45";"535,125"
"1749877200";"14.06.2025 08:00";"773,1";"780,2";"696,15";"693,825"
"1749880800";"14.06.2025 09:00";"741,9";"899,6";"702,125";"848,475"
"1749884400";"14.06.2025 10:00";"766,7";"964,4";"719,925";"950,05"
"1749888000";"14.06.2025 11:00";"924,3";"1047,5";"731,175";"943,85"
"1749891600";"14.06.2025 12:00";"1033";"1054,8";"751,8";"878,4"
"1749895200";"14.06.2025 13:00";"1036,1";"1054,9";"748,225";"883,125"
"1749898800";"14.06.2025 14:00";"1016,5";"1002,6";"777,325";"875,225"
