"Ajatempel (UTC)";"Kuupäev (Eesti aeg)";"Tarbimine";"Tootmine";"Planeeritud tarbimine";"Planeeritud tootmine"
"1725138000";"01.09.2024 00:00";"619,5";"480,6";"660,1";"491,5"
"1725141600";"01.09.2024 01:00";"585,4";"486,4";"605,6";"508,9"
"1725145200";"01.09.2024 02:00";"563";"508,6";"571,8";"501,6"
"1725148800";"01.09.2024 03:00";"554";"521,7";"586,3";"490,5"
"1725152400";"01.09.2024 04:00";"555,5";"475,2";"616,8";"504"
"1725156000";"01.09.2024 05:00";"566,5";"453,5";"598,4";"478,7"
"1725159600";"01.09.2024 06:00";"614,9";"508,4";"596";"469,9"
"1725163200";"01.09.2024 07:00";"683,6";"566,9";"631,2";"498,4"
"1725166800";"01.09.2024 08:00";"687,8";"657,5";"683,7";"577,2"
"1725170400";"01.09.2024 09:00";"666,1";"735,8";"743,9";"695"
"1725174000";"01.09.2024 10:00";"691,1";"796";"710,5";"807,9"
"1725177600";"01.09.2024 11:00";"698,9";"833,5";"727,2";"885,8"
"1725181200";"01.09.2024 12:00";"708,6";"832,8";"746,2";"857,9"
"1725184800";"01.09.2024 13:00";"680,4";"793,6";"737,3";"899,2"
"1725188400";"01.09.2024 14:00";"631,5";"722,7";"737,8";"865,1"
"1725192000";"01.09.2024 15:00";"644,6";"639";"769,6";"770,6"
"1725195600";"01.09.2024 16:00";"626,3";"540,3";"791,1";"701,3"
"1725199200";"01.09.2024 17:00";"675,9";"435,4";"783,1";"571"
"1725202800";"01.09.2024 18:00";"700";"351,7";"800,5";"455,8"
"1725206400";"01.09.2024 19:00";"727,5";"320,2";"788,6";"390,9"
"1725210000";"01.09.2024 20:00";"767,4";"324,1";"797,1";"360,6"
"1725213600";"01.09.2024 21:00";"754";"328";"786,4";"372,4"
"1725217200";"01.09.2024 22:00";"694,1";"304,4";"725,4";"346,5"
"1725220800";"01.09.2024 23:00";"632,6";"315,9";"669,2";"351,4"
"1725224400";"02.09.2024 00:00";"591,1";"319,7";"629,7";"343,2"
"1725228000";"02.09.2024 01:00";"565,1";"341,5";"610,6";"374,7"
"1725231600";"02.09.2024 02:00";"555,1";"333,9";"605,9";"367,9"
"1725235200";"02.09.2024 03:00";"548,3";"336,1";"607,6";"376,7"
"1725238800";"02.09.2024 04:00";"558,6";"374,2";"617,7";"377,6"
"1725242400";"02.09.2024 05:00";"581,9";"391,9";"602";"344,8"
"1725246000";"02.09.2024 06:00";"727,6";"498,9";"707,5";"451,3"
"1725249600";"02.09.2024 07:00";"864,9";"603,6";"799,6";"558"
"1725253200";"02.09.2024 08:00";"906,6";"698,2";"882,1";"626,2"
"1725256800";"02.09.2024 09:00";"851,7";"749,3";"951,6";"758"
"1725260400";"02.09.2024 10:00";"769,6";"763,5";"908";"801,6"
"1725264000";"02.09.2024 11:00";"734,4";"883,4";"802,4";"833,4"
"1725267600";"02.09.2024 12:00";"726,9";"891,4";"818,5";"912,3"
"1725271200";"02.09.2024 13:00";"757,7";"885,9";"819,5";"943,8"
"1725274800";"02.09.2024 14:00";"690,7";"832,2";"838,3";"902,9"
"1725278400";"02.09.2024 15:00";"638,1";"738,4";"836,9";"871,2"
"1725282000";"02.09.2024 16:00";"617,9";"637,8";"807";"791"
"1725285600";"02.09.2024 17:00";"675,5";"548,8";"820,6";"672,8"
"1725289200";"02.09.2024 18:00";"749,1";"524,8";"823,1";"618,4"
"1725292800";"02.09.2024 19:00";"790,1";"521,2";"815,2";"563,9"
"1725296400";"02.09.2024 20:00";"823,1";"535,2";"815,3";"552,2"
"1725300000";"02.09.2024 21:00";"813,5";"529,2";"819,9";"551"
"1725303600";"02.09.2024 22:00";"745,5";"470,1";"772,1";"504,3"
"1725307200";"02.09.2024 23:00";"668,1";"466,6";"709,8";"422,5"
"1725310800";"03.09.2024 00:00";"613,9";"466";"646,4";"415,5"
"1725314400";"03.09.2024 01:00";"590,9";"456,4";"613,6";"484,8"
"1725318000";"03.09.2024 02:00";"577,8";"440,9";"600";"476,4"
"1725321600";"03.09.2024 03:00";"575,5";"427";"597,7";"453,6"
"1725325200";"03.09.2024 04:00";"581";"429,8";"611,9";"449,9"
"1725328800";"03.09.2024 05:00";"615,2";"431,2";"626,7";"448,5"
"1725332400";"03.09.2024 06:00";"748,2";"514,7";"711,2";"463,1"
"1725336000";"03.09.2024 07:00";"892,7";"627,9";"805,3";"529,8"
"1725339600";"03.09.2024 08:00";"997,6";"792,4";"903,5";"694"
"1725343200";"03.09.2024 09:00";"1012,9";"946,1";"954,1";"883,1"
"1725346800";"03.09.2024 10:00";"955,3";"861,5";"929,9";"873,6"
"1725350400";"03.09.2024 11:00";"823,9";"905,7";"886";"902,6"
"1725354000";"03.09.2024 12:00";"741,4";"918,2";"884,6";"953,3"
"1725357600";"03.09.2024 13:00";"770,6";"1004,7";"918,1";"1062,1"
"1725361200";"03.09.2024 14:00";"777,7";"991,3";"870,8";"1071,3"
"1725364800";"03.09.2024 15:00";"760,6";"867,2";"840,3";"990,1"
"1725368400";"03.09.2024 16:00";"757,6";"783,8";"841,2";"927,5"
"1725372000";"03.09.2024 17:00";"783,6";"717,6";"834,4";"846,3"
"1725375600";"03.09.2024 18:00";"823";"704,5";"824,9";"762,4"
"1725379200";"03.09.2024 19:00";"837,8";"687,9";"803,1";"720"
"1725382800";"03.09.2024 20:00";"851,4";"681,7";"833,8";"691,1"
"1725386400";"03.09.2024 21:00";"831,8";"679,5";"839,4";"693,8"
"1725390000";"03.09.2024 22:00";"767,7";"660,1";"794,1";"696,8"
"1725393600";"03.09.2024 23:00";"689,3";"532,4";"699,6";"545,4"
"1725397200";"04.09.2024 00:00";"633,5";"460,5";"614,8";"469"
"1725400800";"04.09.2024 01:00";"603,9";"518,5";"633,3";"537,9"
"1725404400";"04.09.2024 02:00";"586,6";"524,8";"637,2";"555,1"
"1725408000";"04.09.2024 03:00";"585,9";"493";"615,2";"513,2"
"1725411600";"04.09.2024 04:00";"585,1";"522,1";"620,4";"556,1"
"1725415200";"04.09.2024 05:00";"614,6";"525,9";"660,6";"546,3"
"1725418800";"04.09.2024 06:00";"739,4";"572,1";"772,5";"550,4"
"1725422400";"04.09.2024 07:00";"870,1";"657,7";"842,3";"611,5"
"1725426000";"04.09.2024 08:00";"914,6";"756,1";"903,3";"695,5"
"1725429600";"04.09.2024 09:00";"863,5";"867,1";"909";"829"
"1725433200";"04.09.2024 10:00";"786";"933,4";"893,3";"966,5"
"1725436800";"04.09.2024 11:00";"736,1";"913,5";"870,1";"998,5"
"1725440400";"04.09.2024 12:00";"725,9";"966,2";"905,2";"1049,5"
"1725444000";"04.09.2024 13:00";"720";"919,5";"914,4";"1045,2"
"1725447600";"04.09.2024 14:00";"684,1";"871,9";"892,3";"1015,4"
"1725451200";"04.09.2024 15:00";"675,7";"810,1";"899,3";"993,1"
"1725454800";"04.09.2024 16:00";"655,3";"733,5";"844,8";"928,4"
"1725458400";"04.09.2024 17:00";"696,2";"601";"804,6";"758,9"
"1725462000";"04.09.2024 18:00";"792,8";"588,5";"825,7";"676,1"
"1725465600";"04.09.2024 19:00";"840,7";"551,4";"863,4";"591,3"
"1725469200";"04.09.2024 20:00";"862";"572,5";"848";"585"
"1725472800";"04.09.2024 21:00";"851,4";"556,4";"840,7";"621,9"
"1725476400";"04.09.2024 22:00";"769,8";"477,3";"754,2";"507,3"
"1725480000";"04.09.2024 23:00";"686,3";"381,1";"665,5";"407,3"
"1725483600";"05.09.2024 00:00";"629,9";"386,8";"647,8";"419,7"
"1725487200";"05.09.2024 01:00";"612,9";"352";"676,8";"368,1"
"1725490800";"05.09.2024 02:00";"606,6";"322,4";"640,6";"354,3"
"1725494400";"05.09.2024 03:00";"594,2";"297,3";"651,9";"356,2"
"1725498000";"05.09.2024 04:00";"589,8";"289,7";"670,4";"348,4"
"1725501600";"05.09.2024 05:00";"609,8";"273";"672,9";"365,6"
"1725505200";"05.09.2024 06:00";"779,9";"369,6";"727,9";"372,7"
"1725508800";"05.09.2024 07:00";"949,4";"513,8";"822,7";"409,2"
"1725512400";"05.09.2024 08:00";"992,8";"634,4";"885,8";"539,3"
"1725516000";"05.09.2024 09:00";"935,5";"738";"930,5";"689"
"1725519600";"05.09.2024 10:00";"862,4";"799,5";"938,3";"794,1"
"1725523200";"05.09.2024 11:00";"787,6";"833,7";"935,4";"951,7"
"1725526800";"05.09.2024 12:00";"762,2";"844,1";"908,4";"984,1"
"1725530400";"05.09.2024 13:00";"755,2";"825,7";"914,6";"963,8"
"1725534000";"05.09.2024 14:00";"725,1";"788,7";"897,5";"944,2"
"1725537600";"05.09.2024 15:00";"704,6";"720,6";"876,1";"885,3"
"1725541200";"05.09.2024 16:00";"653,7";"594,5";"851,3";"786,7"
"1725544800";"05.09.2024 17:00";"687,4";"465,3";"884,4";"652,8"
"1725548400";"05.09.2024 18:00";"783,2";"399";"856,7";"495,3"
"1725552000";"05.09.2024 19:00";"827";"364,3";"833,6";"403"
"1725555600";"05.09.2024 20:00";"867,6";"412,1";"797,7";"398,5"
"1725559200";"05.09.2024 21:00";"848,7";"419,9";"807";"408,3"
"1725562800";"05.09.2024 22:00";"773,9";"415,5";"706,2";"364,6"
"1725566400";"05.09.2024 23:00";"689,2";"406,6";"673,8";"369,7"
"1725570000";"06.09.2024 00:00";"634,6";"412,8";"661,6";"414,5"
"1725573600";"06.09.2024 01:00";"616,9";"360,6";"657,8";"401,5"
"1725577200";"06.09.2024 02:00";"586,1";"335,2";"652,7";"395,6"
"1725580800";"06.09.2024 03:00";"579,3";"331,4";"645,3";"391,4"
"1725584400";"06.09.2024 04:00";"579,6";"319";"651";"391,3"
"1725588000";"06.09.2024 05:00";"601,5";"321,5";"649,4";"394,3"
"1725591600";"06.09.2024 06:00";"771,1";"405,4";"735,2";"382,8"
"1725595200";"06.09.2024 07:00";"929,8";"548,2";"802,1";"437,3"
"1725598800";"06.09.2024 08:00";"950,4";"652,6";"903,8";"584,4"
"1725602400";"06.09.2024 09:00";"868,8";"775,6";"912";"746,8"
"1725606000";"06.09.2024 10:00";"777,4";"850,5";"902,6";"870,4"
"1725609600";"06.09.2024 11:00";"724,8";"901,3";"900,4";"1010,5"
"1725613200";"06.09.2024 12:00";"690,1";"923,9";"894,2";"1080,5"
"1725616800";"06.09.2024 13:00";"689,7";"896,9";"909";"1065"
"1725620400";"06.09.2024 14:00";"648,2";"846,4";"934,3";"1079,7"
"1725624000";"06.09.2024 15:00";"590,7";"737,2";"922,9";"1017,8"
"1725627600";"06.09.2024 16:00";"566,7";"597,9";"907,7";"872,1"
"1725631200";"06.09.2024 17:00";"622";"478,7";"887,9";"684,9"
"1725634800";"06.09.2024 18:00";"748,8";"391,6";"884,8";"508,8"
"1725638400";"06.09.2024 19:00";"800,9";"349,9";"849,5";"412"
"1725642000";"06.09.2024 20:00";"822,5";"360,4";"856";"397,6"
"1725645600";"06.09.2024 21:00";"812";"375,5";"823,5";"417"
"1725649200";"06.09.2024 22:00";"748,4";"401,5";"751,5";"415,3"
"1725652800";"06.09.2024 23:00";"683";"426,6";"692,6";"359,1"
"1725656400";"07.09.2024 00:00";"632,1";"327";"683,9";"339,4"
"1725660000";"07.09.2024 01:00";"598,6";"266,3";"662,6";"237,3"
"1725663600";"07.09.2024 02:00";"578,7";"254,5";"644";"243,2"
"1725667200";"07.09.2024 03:00";"571";"249,7";"629,2";"244,5"
"1725670800";"07.09.2024 04:00";"566,1";"236,1";"608,8";"236,1"
"1725674400";"07.09.2024 05:00";"575,2";"211,2";"612";"211,7"
"1725678000";"07.09.2024 06:00";"658,2";"290,8";"605,5";"215,6"
"1725681600";"07.09.2024 07:00";"742,8";"391,4";"635,5";"264,2"
"1725685200";"07.09.2024 08:00";"769,5";"505,7";"703,4";"379,6"
"1725688800";"07.09.2024 09:00";"721,9";"590,3";"723,1";"539,2"
"1725692400";"07.09.2024 10:00";"654,2";"655,2";"739,3";"674,8"
"1725696000";"07.09.2024 11:00";"590,6";"691,1";"760,2";"765,1"
"1725699600";"07.09.2024 12:00";"561,7";"712,7";"734,1";"804,1"
"1725703200";"07.09.2024 13:00";"543,9";"710,4";"711,8";"812"
"1725706800";"07.09.2024 14:00";"531,1";"665,2";"719,5";"776,5"
"1725710400";"07.09.2024 15:00";"500,2";"548,3";"719,7";"736,7"
"1725714000";"07.09.2024 16:00";"502,2";"415,3";"725,2";"642"
"1725717600";"07.09.2024 17:00";"562,6";"291,6";"786,1";"443,8"
"1725721200";"07.09.2024 18:00";"663,3";"211,5";"747,1";"298,9"
"1725724800";"07.09.2024 19:00";"719,7";"174,8";"747,2";"210"
"1725728400";"07.09.2024 20:00";"752,9";"199,5";"778,9";"201"
"1725732000";"07.09.2024 21:00";"735,5";"186,3";"765,3";"211,9"
"1725735600";"07.09.2024 22:00";"685,5";"170,5";"685,4";"235,8"
"1725739200";"07.09.2024 23:00";"635,5";"173,1";"648,7";"239,3"
"1725742800";"08.09.2024 00:00";"595,4";"194,4";"639,3";"227,7"
"1725746400";"08.09.2024 01:00";"570,8";"208,2";"604,1";"224,1"
"1725750000";"08.09.2024 02:00";"552,2";"209,9";"592,5";"215,4"
"1725753600";"08.09.2024 03:00";"546,6";"204,9";"563,5";"216,1"
"1725757200";"08.09.2024 04:00";"542,9";"188,7";"569";"210"
"1725760800";"08.09.2024 05:00";"550,4";"188,6";"571,2";"198,6"
"1725764400";"08.09.2024 06:00";"622,5";"275,3";"598,6";"194"
"1725768000";"08.09.2024 07:00";"701,8";"383,3";"623,9";"271,4"
"1725771600";"08.09.2024 08:00";"742,7";"518,6";"644,9";"384,9"
"1725775200";"08.09.2024 09:00";"710,1";"610,1";"660,9";"552,5"
"1725778800";"08.09.2024 10:00";"638,1";"654,5";"680,4";"671,3"
"1725782400";"08.09.2024 11:00";"579,1";"682,2";"700,8";"739,1"
"1725786000";"08.09.2024 12:00";"586,3";"706";"728,2";"783,3"
"1725789600";"08.09.2024 13:00";"565,7";"705,4";"722,7";"801,1"
"1725793200";"08.09.2024 14:00";"541";"663,9";"730,8";"799,6"
"1725796800";"08.09.2024 15:00";"512,7";"571,4";"717,1";"753,4"
"1725800400";"08.09.2024 16:00";"482,3";"444,4";"723,2";"655,6"
"1725804000";"08.09.2024 17:00";"560,3";"329,2";"717,9";"480,1"
"1725807600";"08.09.2024 18:00";"677,2";"236,9";"753";"318,7"
"1725811200";"08.09.2024 19:00";"734,7";"230,7";"758,4";"234,4"
"1725814800";"08.09.2024 20:00";"785,5";"306,3";"773,4";"245,2"
"1725818400";"08.09.2024 21:00";"761,7";"362,4";"754,8";"282,5"
"1725822000";"08.09.2024 22:00";"693,4";"384,3";"693,1";"305,8"
"1725825600";"08.09.2024 23:00";"631,8";"388,3";"656";"317,4"
"1725829200";"09.09.2024 00:00";"589,3";"341,7";"642,1";"306,6"
"1725832800";"09.09.2024 01:00";"566,3";"294,9";"627,2";"286,6"
"1725836400";"09.09.2024 02:00";"556,8";"281,8";"617,7";"281,2"
"1725840000";"09.09.2024 03:00";"552,7";"274,9";"622,4";"283,8"
"1725843600";"09.09.2024 04:00";"559,2";"270,5";"648,8";"271,6"
"1725847200";"09.09.2024 05:00";"587,8";"272,4";"661,1";"273,8"
"1725850800";"09.09.2024 06:00";"752,2";"403,4";"707,2";"294,4"
"1725854400";"09.09.2024 07:00";"925,3";"500";"798,1";"373,7"
"1725858000";"09.09.2024 08:00";"978,2";"602,6";"907,3";"453,1"
"1725861600";"09.09.2024 09:00";"935,2";"675,5";"869,5";"594,8"
"1725865200";"09.09.2024 10:00";"827,5";"716,3";"821,6";"734,7"
"1725868800";"09.09.2024 11:00";"773,7";"753,2";"829,6";"745,4"
"1725872400";"09.09.2024 12:00";"729";"797,6";"848,3";"834,7"
"1725876000";"09.09.2024 13:00";"734,3";"832,1";"872,8";"879,1"
"1725879600";"09.09.2024 14:00";"684,3";"801,6";"843";"887"
"1725883200";"09.09.2024 15:00";"659,3";"710,7";"837,1";"861,6"
"1725886800";"09.09.2024 16:00";"661,2";"599,5";"892,5";"762,6"
"1725890400";"09.09.2024 17:00";"732,7";"444,7";"943,5";"588,4"
"1725894000";"09.09.2024 18:00";"822,6";"320";"919,7";"424,4"
"1725897600";"09.09.2024 19:00";"847,2";"291,9";"858,3";"312,3"
"1725901200";"09.09.2024 20:00";"869,8";"354";"870,4";"296,8"
"1725904800";"09.09.2024 21:00";"830,1";"393,2";"852,9";"315,6"
"1725908400";"09.09.2024 22:00";"752,6";"407,3";"770,9";"365,6"
"1725912000";"09.09.2024 23:00";"657";"297,8";"710,7";"332,5"
"1725915600";"10.09.2024 00:00";"607,4";"295,6";"655,8";"348,1"
"1725919200";"10.09.2024 01:00";"575";"294,9";"651,2";"334,1"
"1725922800";"10.09.2024 02:00";"553,6";"298,9";"648,2";"332,8"
"1725926400";"10.09.2024 03:00";"549,7";"305,7";"641,8";"337,5"
"1725930000";"10.09.2024 04:00";"554";"311,4";"639,5";"337,3"
"1725933600";"10.09.2024 05:00";"582,8";"313,9";"661,1";"338,8"
"1725937200";"10.09.2024 06:00";"728,1";"461,8";"731";"382,6"
"1725940800";"10.09.2024 07:00";"850,6";"532,3";"801,5";"434,9"
"1725944400";"10.09.2024 08:00";"908,4";"625,5";"867,9";"559,6"
"1725948000";"10.09.2024 09:00";"904,8";"725,2";"880,9";"643,5"
"1725951600";"10.09.2024 10:00";"840,1";"806,2";"889,9";"717,7"
"1725955200";"10.09.2024 11:00";"764,8";"818";"935,7";"794"
"1725958800";"10.09.2024 12:00";"712,9";"824,7";"917,3";"831,4"
"1725962400";"10.09.2024 13:00";"713,7";"737,7";"977,6";"824,9"
"1725966000";"10.09.2024 14:00";"723,8";"619,8";"991,1";"738,9"
"1725969600";"10.09.2024 15:00";"722,1";"564,7";"961,7";"656,9"
"1725973200";"10.09.2024 16:00";"731,6";"459,3";"886,7";"551"
"1725976800";"10.09.2024 17:00";"776,1";"462,4";"833,1";"487,1"
"1725980400";"10.09.2024 18:00";"799,9";"374";"825,1";"434"
"1725984000";"10.09.2024 19:00";"797,9";"308,5";"819,9";"369,8"
"1725987600";"10.09.2024 20:00";"817,7";"325";"793,1";"323,7"
"1725991200";"10.09.2024 21:00";"778";"334,5";"810,2";"318"
"1725994800";"10.09.2024 22:00";"715,4";"342,7";"729,6";"304,8"
"1725998400";"10.09.2024 23:00";"630,1";"310,6";"645,3";"308,7"
"1726002000";"11.09.2024 00:00";"589,5";"288,8";"620";"291,1"
"1726005600";"11.09.2024 01:00";"577,5";"300,7";"642,6";"298,7"
"1726009200";"11.09.2024 02:00";"566,5";"265,2";"610,4";"274,4"
"1726012800";"11.09.2024 03:00";"556,4";"224,9";"594,2";"258,2"
"1726016400";"11.09.2024 04:00";"560,2";"241,8";"610,2";"252,7"
"1726020000";"11.09.2024 05:00";"589,6";"238,9";"618";"237,1"
"1726023600";"11.09.2024 06:00";"717,8";"237,8";"716,5";"255"
"1726027200";"11.09.2024 07:00";"843,1";"275,6";"781,1";"273"
"1726030800";"11.09.2024 08:00";"972,7";"344,6";"864";"326,6"
"1726034400";"11.09.2024 09:00";"1007,1";"478,3";"880,8";"454,8"
"1726038000";"11.09.2024 10:00";"955,4";"475,3";"908,1";"460,3"
"1726041600";"11.09.2024 11:00";"910";"553,9";"913,4";"549,6"
"1726045200";"11.09.2024 12:00";"909,2";"552,3";"860,5";"645,3"
"1726048800";"11.09.2024 13:00";"867,9";"534,7";"821,2";"654,9"
"1726052400";"11.09.2024 14:00";"741,8";"506";"812,9";"648"
"1726056000";"11.09.2024 15:00";"694,6";"450,2";"830,9";"628,9"
"1726059600";"11.09.2024 16:00";"672,2";"378";"796,5";"566,1"
"1726063200";"11.09.2024 17:00";"687,2";"309,7";"799,4";"450,9"
"1726066800";"11.09.2024 18:00";"757,9";"263,6";"806,8";"336,4"
"1726070400";"11.09.2024 19:00";"806";"243,4";"793,2";"281,2"
"1726074000";"11.09.2024 20:00";"827,4";"280,8";"829,9";"269,7"
"1726077600";"11.09.2024 21:00";"794,6";"309,1";"803,2";"277,1"
"1726081200";"11.09.2024 22:00";"738,1";"329,2";"758,3";"293,1"
"1726084800";"11.09.2024 23:00";"669,8";"341,4";"680,8";"302,6"
"1726088400";"12.09.2024 00:00";"623,6";"329,8";"635,1";"328"
"1726092000";"12.09.2024 01:00";"591,2";"304,1";"613,8";"326,8"
"1726095600";"12.09.2024 02:00";"578";"257,4";"621,6";"305,9"
"1726099200";"12.09.2024 03:00";"561,2";"291,4";"603,3";"332,8"
"1726102800";"12.09.2024 04:00";"566,6";"366,5";"621,6";"373,9"
"1726106400";"12.09.2024 05:00";"590,9";"377,9";"663,3";"423,4"
"1726110000";"12.09.2024 06:00";"728,6";"418,7";"736,1";"406,7"
"1726113600";"12.09.2024 07:00";"873,7";"514,3";"818";"476,1"
"1726117200";"12.09.2024 08:00";"959,7";"616,7";"882,5";"584,6"
"1726120800";"12.09.2024 09:00";"928,3";"659,1";"921,5";"669,5"
"1726124400";"12.09.2024 10:00";"880,6";"761,2";"889";"756,7"
"1726128000";"12.09.2024 11:00";"872,3";"725,3";"905,1";"820,4"
"1726131600";"12.09.2024 12:00";"845,3";"744,9";"878,8";"865,7"
"1726135200";"12.09.2024 13:00";"878,4";"754";"879";"793,9"
"1726138800";"12.09.2024 14:00";"842,9";"789,6";"905,3";"841,6"
"1726142400";"12.09.2024 15:00";"771,3";"691,7";"924,8";"795,4"
"1726146000";"12.09.2024 16:00";"721,2";"614,3";"889,8";"713,4"
"1726149600";"12.09.2024 17:00";"754,6";"526,6";"874,6";"619,4"
"1726153200";"12.09.2024 18:00";"779,7";"496,3";"842,8";"580,7"
"1726156800";"12.09.2024 19:00";"803,7";"472,3";"830,7";"524,4"
"1726160400";"12.09.2024 20:00";"824,1";"521,6";"850,3";"535"
"1726164000";"12.09.2024 21:00";"777,4";"500,3";"877,9";"542,5"
"1726167600";"12.09.2024 22:00";"728,9";"510,4";"817,4";"534,6"
"1726171200";"12.09.2024 23:00";"651,1";"469,4";"719,6";"482,8"
"1726174800";"13.09.2024 00:00";"609,2";"415,2";"640,9";"416,3"
"1726178400";"13.09.2024 01:00";"579,7";"435,9";"638";"450,5"
"1726182000";"13.09.2024 02:00";"553,8";"447,9";"633,2";"465,8"
"1726185600";"13.09.2024 03:00";"550,7";"452,7";"623,4";"486,9"
"1726189200";"13.09.2024 04:00";"549,5";"489,4";"619,9";"520,4"
"1726192800";"13.09.2024 05:00";"576,5";"513,3";"637,2";"526,1"
"1726196400";"13.09.2024 06:00";"714,2";"684,3";"724,1";"687,3"
"1726200000";"13.09.2024 07:00";"823,5";"719,3";"825,6";"748,1"
"1726203600";"13.09.2024 08:00";"923,4";"792";"894,6";"770,8"
"1726207200";"13.09.2024 09:00";"975,9";"831,1";"923,9";"820,3"
"1726210800";"13.09.2024 10:00";"986,1";"872,4";"955,4";"856,1"
"1726214400";"13.09.2024 11:00";"970,4";"905";"983,9";"867,6"
"1726218000";"13.09.2024 12:00";"909,8";"884,1";"978,5";"922,5"
"1726221600";"13.09.2024 13:00";"905,3";"895,7";"919,6";"939,2"
"1726225200";"13.09.2024 14:00";"873,3";"888,4";"939,1";"939,1"
"1726228800";"13.09.2024 15:00";"884,3";"844,1";"943,6";"887"
"1726232400";"13.09.2024 16:00";"835";"767,9";"915,1";"843,5"
"1726236000";"13.09.2024 17:00";"811,4";"697,1";"890,3";"778,8"
"1726239600";"13.09.2024 18:00";"845,4";"675,6";"873,4";"742,9"
"1726243200";"13.09.2024 19:00";"847,4";"681,8";"850,4";"715,5"
"1726246800";"13.09.2024 20:00";"851,8";"681,3";"841,9";"681,9"
"1726250400";"13.09.2024 21:00";"808,5";"680,5";"821,4";"721,5"
"1726254000";"13.09.2024 22:00";"739,2";"605,2";"749,2";"615,7"
"1726257600";"13.09.2024 23:00";"675,1";"448,2";"702,3";"433,7"
"1726261200";"14.09.2024 00:00";"629,7";"385,4";"641,3";"384,5"
"1726264800";"14.09.2024 01:00";"619,3";"384,3";"637,6";"377,9"
"1726268400";"14.09.2024 02:00";"596";"379,8";"615,3";"354,6"
"1726272000";"14.09.2024 03:00";"591,3";"371";"605";"358,1"
"1726275600";"14.09.2024 04:00";"581,6";"362,4";"621,1";"361,8"
"1726279200";"14.09.2024 05:00";"585";"355,4";"651,1";"367,7"
"1726282800";"14.09.2024 06:00";"634,9";"397,9";"657,4";"372,7"
"1726286400";"14.09.2024 07:00";"679,3";"419,8";"678,7";"400,8"
"1726290000";"14.09.2024 08:00";"765,1";"488,5";"747,1";"464,4"
"1726293600";"14.09.2024 09:00";"845,3";"589,2";"796,9";"536,1"
"1726297200";"14.09.2024 10:00";"868,7";"625,9";"845,4";"611,7"
"1726300800";"14.09.2024 11:00";"843,9";"642,3";"806,8";"664"
"1726304400";"14.09.2024 12:00";"802,7";"656,5";"816,3";"697,6"
"1726308000";"14.09.2024 13:00";"730,7";"652,2";"779,8";"701,3"
"1726311600";"14.09.2024 14:00";"664,1";"609,6";"818,5";"682,7"
"1726315200";"14.09.2024 15:00";"628,3";"527,4";"775";"620,6"
"1726318800";"14.09.2024 16:00";"639,5";"457,9";"738,3";"551,1"
"1726322400";"14.09.2024 17:00";"706,2";"407,1";"731,8";"466,8"
"1726326000";"14.09.2024 18:00";"763,3";"380,7";"733,3";"404,8"
"1726329600";"14.09.2024 19:00";"794,4";"377,8";"745";"382,4"
"1726333200";"14.09.2024 20:00";"800,9";"386,2";"795,2";"398,2"
"1726336800";"14.09.2024 21:00";"757";"415,8";"766,1";"420"
"1726340400";"14.09.2024 22:00";"706,7";"414,8";"713,4";"427,8"
"1726344000";"14.09.2024 23:00";"656,1";"397,4";"665,6";"406,8"
"1726347600";"15.09.2024 00:00";"636,7";"383,1";"662,9";"397,1"
"1726351200";"15.09.2024 01:00";"595,7";"351,5";"632,2";"415,4"
"1726354800";"15.09.2024 02:00";"580,1";"345,1";"589,1";"386,2"
"1726358400";"15.09.2024 03:00";"567,3";"332,3";"606,3";"371,4"
"1726362000";"15.09.2024 04:00";"563,2";"328,2";"590,4";"363,7"
"1726365600";"15.09.2024 05:00";"568";"308,2";"600,3";"349,9"
"1726369200";"15.09.2024 06:00";"606,4";"331,1";"610,4";"353,1"
"1726372800";"15.09.2024 07:00";"641,5";"372,9";"614,4";"365,2"
"1726376400";"15.09.2024 08:00";"713,7";"442,7";"669,4";"421,1"
"1726380000";"15.09.2024 09:00";"781,6";"544,3";"694,2";"511,2"
"1726383600";"15.09.2024 10:00";"822,7";"613,2";"741,8";"595"
"1726387200";"15.09.2024 11:00";"822,5";"631,2";"798,4";"640,2"
"1726390800";"15.09.2024 12:00";"771,1";"638,8";"809,7";"689"
"1726394400";"15.09.2024 13:00";"742,7";"647,1";"786,4";"711,1"
"1726398000";"15.09.2024 14:00";"748,3";"607,6";"780,5";"699,7"
"1726401600";"15.09.2024 15:00";"764,4";"568,3";"787,5";"656,3"
"1726405200";"15.09.2024 16:00";"764,5";"498,3";"765,8";"584,6"
"1726408800";"15.09.2024 17:00";"744,4";"423,7";"763,9";"503,2"
"1726412400";"15.09.2024 18:00";"761,3";"400,7";"786";"449,2"
"1726416000";"15.09.2024 19:00";"772,6";"376,9";"794,1";"397,1"
"1726419600";"15.09.2024 20:00";"787,6";"382,1";"834,8";"404,3"
"1726423200";"15.09.2024 21:00";"747,5";"372,3";"789,5";"408,6"
"1726426800";"15.09.2024 22:00";"682,7";"363,5";"721,1";"414,4"
"1726430400";"15.09.2024 23:00";"621,3";"343,2";"672,7";"397,9"
"1726434000";"16.09.2024 00:00";"593,8";"337,1";"646,1";"390,3"
"1726437600";"16.09.2024 01:00";"581,6";"344,3";"635,5";"382,7"
"1726441200";"16.09.2024 02:00";"576,4";"350,2";"607,8";"369,1"
