Ajatempel (UTC);Kuupäev (Eesti aeg);Tarbimine;weekday;hour_local;consumption_hourly;season;is_weekend;is_holiday;EE_avg_temp_C;bias_key;bias_factor;yhat_base;yhat_consumption;viga;viga_protsent;elering_forecast;viga_vs_elering_forecast;viga_vs_elering_forecast_protsent;viga_actual_vs_elering_forecast;viga_actual_vs_elering_forecast_protsent;na_reason
;;;Thursday;18;962.5232817177342;sügis;False;False;9.76;workday:sügis;1.012036;21827.49;22090.21;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Thursday;19;962.9951551771054;sügis;False;False;9.76;workday:sügis;1.012036;21827.49;22090.21;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Thursday;20;957.7686764102208;sügis;False;False;9.76;workday:sügis;1.012036;21827.49;22090.21;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Thursday;21;946.30696524499;sügis;False;False;9.76;workday:sügis;1.012036;21827.49;22090.21;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Thursday;22;898.1669998843973;sügis;False;False;9.76;workday:sügis;1.012036;21827.49;22090.21;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Thursday;23;823.8411493645368;sügis;False;False;9.76;workday:sügis;1.012036;21827.49;22090.21;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Friday;0;792.5701046769109;sügis;False;False;10.33;workday:sügis;1.012036;21599.87;21859.85;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Friday;1;739.6864063698831;sügis;False;False;10.33;workday:sügis;1.012036;21599.87;21859.85;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Friday;2;722.6138986344093;sügis;False;False;10.33;workday:sügis;1.012036;21599.87;21859.85;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Friday;3;723.3785768778947;sügis;False;False;10.33;workday:sügis;1.012036;21599.87;21859.85;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Friday;4;725.6686368358908;sügis;False;False;10.33;workday:sügis;1.012036;21599.87;21859.85;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Friday;5;745.9288416201643;sügis;False;False;10.33;workday:sügis;1.012036;21599.87;21859.85;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Friday;6;829.4997753799424;sügis;False;False;10.33;workday:sügis;1.012036;21599.87;21859.85;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Friday;7;950.253507987446;sügis;False;False;10.33;workday:sügis;1.012036;21599.87;21859.85;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Friday;8;1021.7959561809656;sügis;False;False;10.33;workday:sügis;1.012036;21599.87;21859.85;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Friday;9;1040.647418662513;sügis;False;False;10.33;workday:sügis;1.012036;21599.87;21859.85;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Friday;10;1014.2959360484858;sügis;False;False;10.33;workday:sügis;1.012036;21599.87;21859.85;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Friday;11;1069.8081462245882;sügis;False;False;10.33;workday:sügis;1.012036;21599.87;21859.85;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Friday;12;1042.4840774226184;sügis;False;False;10.33;workday:sügis;1.012036;21599.87;21859.85;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Friday;13;1037.0881447935164;sügis;False;False;10.33;workday:sügis;1.012036;21599.87;21859.85;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Friday;14;1011.186260324718;sügis;False;False;10.33;workday:sügis;1.012036;21599.87;21859.85;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Friday;15;993.1138139668658;sügis;False;False;10.33;workday:sügis;1.012036;21599.87;21859.85;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Friday;16;954.3349296059984;sügis;False;False;10.33;workday:sügis;1.012036;21599.87;21859.85;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Friday;17;944.8326438203844;sügis;False;False;10.33;workday:sügis;1.012036;21599.87;21859.85;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Friday;18;961.8046868279586;sügis;False;False;10.33;workday:sügis;1.012036;21599.87;21859.85;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Friday;19;954.9238053122124;sügis;False;False;10.33;workday:sügis;1.012036;21599.87;21859.85;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Friday;20;948.1212127411856;sügis;False;False;10.33;workday:sügis;1.012036;21599.87;21859.85;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Friday;21;930.303386811492;sügis;False;False;10.33;workday:sügis;1.012036;21599.87;21859.85;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Friday;22;885.8946539689763;sügis;False;False;10.33;workday:sügis;1.012036;21599.87;21859.85;;;;;;;;"missing_actual;missing_elering_forecast"
;;;Friday;23;819.6151789049791;sügis;False;False;10.33;workday:sügis;1.012036;21599.87;21859.85;;;;;;;;"missing_actual;missing_elering_forecast"
