datetime_hour;Ajatempel (UTC);Tarbimine;consumption_hourly;elering_forecast;our_day;src
2025-09-25 15:00:00;1758812400;895.0;988.6179156281912;899.3;2025-09-24;forecast_consumption_hourly_next7_tallinn_20250925_20251001.csv
2025-09-25 16:00:00;1758816000;921.1;989.1025818847947;895.975;2025-09-24;forecast_consumption_hourly_next7_tallinn_20250925_20251001.csv
2025-09-25 17:00:00;1758819600;949.5;983.7344098699098;923.475;2025-09-24;forecast_consumption_hourly_next7_tallinn_20250925_20251001.csv
2025-09-25 18:00:00;1758823200;916.1;971.9619642398352;896.525;2025-09-24;forecast_consumption_hourly_next7_tallinn_20250925_20251001.csv
2025-09-25 19:00:00;1758826800;872.9;922.5168930221616;837.975;2025-09-24;forecast_consumption_hourly_next7_tallinn_20250925_20251001.csv
2025-09-25 20:00:00;1758830400;792.4;846.1760202205148;737.325;2025-09-24;forecast_consumption_hourly_next7_tallinn_20250925_20251001.csv
2025-09-25 21:00:00;1758834000;741.3;789.8638520569406;712.5;2025-09-25;forecast_consumption_hourly_next7_tallinn_20250926_20251002.csv
2025-09-25 22:00:00;1758837600;696.3;734.7038512937975;662.75;2025-09-25;forecast_consumption_hourly_next7_tallinn_20250926_20251002.csv
2025-09-25 23:00:00;1758841200;701.5;712.9204339918624;661.725;2025-09-25;forecast_consumption_hourly_next7_tallinn_20250926_20251002.csv
2025-09-26 00:00:00;1758844800;725.2;712.0600202081017;674.55;2025-09-25;forecast_consumption_hourly_next7_tallinn_20250926_20251002.csv
2025-09-26 01:00:00;1758848400;723.9;721.1641018526765;681.2;2025-09-25;forecast_consumption_hourly_next7_tallinn_20250926_20251002.csv
2025-09-26 02:00:00;1758852000;743.8;746.4895603034473;717.7;2025-09-25;forecast_consumption_hourly_next7_tallinn_20250926_20251002.csv
2025-09-26 03:00:00;1758855600;828.5;833.2575916725569;776.575;2025-09-25;forecast_consumption_hourly_next7_tallinn_20250926_20251002.csv
2025-09-26 04:00:00;1758859200;992.5;957.9405309599784;904.375;2025-09-25;forecast_consumption_hourly_next7_tallinn_20250926_20251002.csv
2025-09-26 05:00:00;1758862800;1067.9;1031.1559232498505;1033.875;2025-09-25;forecast_consumption_hourly_next7_tallinn_20250926_20251002.csv
2025-09-26 06:00:00;1758866400;1006.1;1044.7424433822102;1032.55;2025-09-25;forecast_consumption_hourly_next7_tallinn_20250926_20251002.csv
2025-09-26 07:00:00;1758870000;927.3;1026.8314681694133;975.225;2025-09-25;forecast_consumption_hourly_next7_tallinn_20250926_20251002.csv
2025-09-26 08:00:00;1758873600;917.3;1060.8969397911867;911.9;2025-09-25;forecast_consumption_hourly_next7_tallinn_20250926_20251002.csv
2025-09-26 09:00:00;1758877200;850.4;1044.4045631725048;895.975;2025-09-25;forecast_consumption_hourly_next7_tallinn_20250926_20251002.csv
2025-09-26 10:00:00;1758880800;868.5;1044.1275094235182;923.3;2025-09-25;forecast_consumption_hourly_next7_tallinn_20250926_20251002.csv
2025-09-26 11:00:00;1758884400;789.2;1001.7367323708668;895.825;2025-09-25;forecast_consumption_hourly_next7_tallinn_20250926_20251002.csv
2025-09-26 12:00:00;1758888000;824.6;985.3250221148376;886.425;2025-09-25;forecast_consumption_hourly_next7_tallinn_20250926_20251002.csv
2025-09-26 13:00:00;1758891600;830.5;932.1424558840936;877.375;2025-09-25;forecast_consumption_hourly_next7_tallinn_20250926_20251002.csv
2025-09-26 14:00:00;1758895200;931.9;930.4531313763622;909.05;2025-09-25;forecast_consumption_hourly_next7_tallinn_20250926_20251002.csv
2025-09-26 15:00:00;1758898800;903.5;956.2731636040232;917.1;2025-09-25;forecast_consumption_hourly_next7_tallinn_20250926_20251002.csv
2025-09-26 16:00:00;1758902400;929.8;957.89028720577;879.475;2025-09-25;forecast_consumption_hourly_next7_tallinn_20250926_20251002.csv
2025-09-26 17:00:00;1758906000;907.1;950.9002932883946;884.4;2025-09-25;forecast_consumption_hourly_next7_tallinn_20250926_20251002.csv
2025-09-26 18:00:00;1758909600;882.2;942.4770102472506;849.15;2025-09-25;forecast_consumption_hourly_next7_tallinn_20250926_20251002.csv
